adapter,error,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_family,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_profile_note,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_ttft_semantics,extra_worker_mode,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,split,task,ttft_ms
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",zai-org/LongBench,0.22159144282341003,3345.1577462255955,16253.863349556923,48.77458140254021,11.446960270404816,3357.3322109878063,0.272117555141449,unavailable,batch,62.890625,3357.3322109878063,long,True,True, Their model outperforms previous state-of-the-art methods by 68.,4962.69287109375,full_gpu,0.0,1.0,longbench_qasper_000002,8678.984375,calibration,qa_long_context,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,The Duchess of Cambridge will feature on the cover of British Vogue to mark the magazine's centenary.,EdinburghNLP/xsum,0.13799220323562622,721.1362607777119,16253.863349556923,48.77458140254021,2.3738928139209747,723.9888347685337,0.11147186160087585,unavailable,batch,18.9765625,723.9888347685337,medium,True,True, The Duchess of Cambridge is to feature on the cover of British Vogue's centenary,4480.59912109375,full_gpu,0.0,1.0,xsum_000002,8678.984375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",EdinburghNLP/xsum,0.171612948179245,618.4605062007904,16253.863349556923,48.77458140254021,0.5662627518177032,619.5243671536446,0.09198486804962158,unavailable,batch,3.2265625,619.5243671536446,short,True,True, The Irish government has announced a new plan to tackle the country's high rate of,4309.57958984375,full_gpu,0.0,1.0,xsum_000011,8678.984375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,EdinburghNLP/xsum,0.13175606727600098,836.4894092082977,16253.863349556923,48.77458140254021,3.6446228623390198,840.6393118202686,0.1405365765094757,unavailable,batch,32.59375,840.6393118202686,long,True,True, A cafe in Georgia has accused neo-Nazis of attacking its premises and throwing,4628.45849609375,full_gpu,0.0,1.0,xsum_000017,8678.984375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",EdinburghNLP/xsum,0.2727620303630829,1456.6362835466862,16253.863349556923,48.77458140254021,9.766746312379837,1467.2486074268818,0.19877031445503235,unavailable,batch,109.484375,1467.2486074268818,xl,True,True," As clubs spend record sums on players, they are increasingly turning to experts to help",5465.14404296875,full_gpu,0.0,1.0,xsum_000107,8678.984375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,using tweets that one has replied or quoted to as contextual information,zai-org/LongBench,0.21813064813613892,1067.0276805758476,16253.863349556923,48.77458140254021,7.412370294332504,1075.2121061086655,0.15721842646598816,unavailable,batch,68.03125,1075.2121061086655,long,True,True, The document does not explicitly list specific additional features and context proposed beyond those already described,5017.04443359375,full_gpu,0.0,1.0,longbench_qasper_000003,8678.984375,calibration,qa_long_context,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Google has hired the creator of one of the web's most notorious forums - 4chan.,EdinburghNLP/xsum,0.1637376844882965,714.7973030805588,16253.863349556923,48.77458140254021,5.75295090675354,721.1244627833366,0.1176595687866211,unavailable,batch,21.546875,721.1244627833366,medium,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4508.50537109375,full_gpu,0.0,1.0,xsum_000003,8678.984375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",EdinburghNLP/xsum,0.1440495252609253,640.0549523532391,16253.863349556923,48.77458140254021,1.0634586215019226,641.7538598179817,0.10155141353607178,unavailable,batch,7.2734375,641.7538598179817,short,True,True, A man in his 30s with blonde hair and a scratch on his,4353.52099609375,full_gpu,0.0,1.0,xsum_000013,8678.984375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,EdinburghNLP/xsum,0.11647865176200867,802.2751025855541,16253.863349556923,48.77458140254021,3.5345740616321564,806.384488940239,0.11536106467247009,unavailable,batch,27.453125,806.384488940239,long,True,True, Barnsley striker Sam Bradshaw says he has learned a lot from watching comp,4572.63818359375,full_gpu,0.0,1.0,xsum_000019,8678.984375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,EdinburghNLP/xsum,0.11138245463371277,1493.7170892953873,16253.863349556923,48.77458140254021,9.71028208732605,1504.0757060050964,0.20102784037590027,unavailable,batch,111.78125,1504.0757060050964,xl,True,True," The FIFA presidential election is set to take place on Friday, with a winner needing",5488.85107421875,full_gpu,0.0,1.0,xsum_000110,8678.984375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",zai-org/LongBench,0.2437494695186615,3477.1131835877895,16850.999236106873,51.73899605870247,12.538429349660873,3490.3826490044594,0.2604164183139801,unavailable,batch,67.8671875,3490.3826490044594,long,True,True," The following Facebook pages were looked at:

- FoxNews
- CNN
-",5016.22607421875,full_gpu,0.0,1.0,longbench_qasper_000004,8671.30859375,calibration,qa_long_context,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,EdinburghNLP/xsum,0.12620165944099426,812.808945775032,16850.999236106873,51.73899605870247,2.2306926548480988,815.49421697855,0.12137740850448608,unavailable,batch,21.3828125,815.49421697855,medium,True,True, Barcelona's president Sandro Rosell has resigned following controversy over the transfer of Brazil,4506.72412109375,full_gpu,0.0,1.0,xsum_000006,8671.30859375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,EdinburghNLP/xsum,0.151854008436203,726.6561351716518,16850.999236106873,51.73899605870247,0.6787627935409546,727.8148159384727,0.09653717279434204,unavailable,batch,6.78125,727.8148159384727,short,True,True, Sri Lanka pace bowler Lasith Eranga has been suspended from international cricket after,4348.17724609375,full_gpu,0.0,1.0,xsum_000029,8671.30859375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,EdinburghNLP/xsum,0.1346096396446228,1002.5182589888573,16850.999236106873,51.73899605870247,3.059700131416321,1006.0913562774658,0.13337284326553345,unavailable,batch,30.84375,1006.0913562774658,long,True,True," The aspen tree, a native species in Scotland, typically reproduces through suck",4609.45458984375,full_gpu,0.0,1.0,xsum_000027,8671.30859375,calibration,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Yes,zai-org/LongBench,0.1283995807170868,1180.5354058742523,16850.999236106873,51.73899605870247,5.714111030101776,1186.7766715586185,0.1877807080745697,unavailable,batch,68.6875,1186.7766715586185,long,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5024.10498046875,full_gpu,0.0,1.0,longbench_qasper_000005,8671.30859375,calibration,qa_long_context,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"Vanilla ST baseline, encoder pre-training, in which the ST encoder is initialized from an ASR model, decoder pre-training, in which the ST decoder is initialized from an MT model, encoder-decoder pre-training, where both the encoder and decoder are pre-trained, many-to-many multi-task model where the encoders and decoders are derived from pre-trained ASR and MT models, Triangle+pre-train: BIBREF18 DBLP:conf/naacl/AnastasopoulosC18 proposed a triangle multi-task strategy for speech translation",zai-org/LongBench,0.12994930148124695,1223.266776651144,16850.999236106873,51.73899605870247,4.841811954975128,1228.6396138370037,0.15329569578170776,unavailable,batch,73.0078125,1228.6396138370037,long,True,True, The baselines in the context refer to previous methods or models that the proposed T,5070.32177734375,full_gpu,0.0,1.0,longbench_qasper_000100,8671.30859375,eval,qa_long_context,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Everton winger Gerard Deulofeu has joined Italian side AC Milan on loan until the end of the season.,EdinburghNLP/xsum,0.1177079975605011,740.4495030641556,16850.999236106873,51.73899605870247,0.8346028625965118,741.7216561734676,0.1075156033039093,unavailable,batch,7.4375,741.7216561734676,short,True,True, Everton midfielder Enric Gallego has signed a season-long loan deal with Serie,4355.30224609375,full_gpu,0.0,1.0,xsum_000150,8671.30859375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"McCormick, the American food flavourings business, has said it may increase its $700m (£494m) bid for the UK's Premier Foods.",EdinburghNLP/xsum,0.12087076902389526,982.184924185276,16850.999236106873,51.73899605870247,2.5247447192668915,985.1959981024265,0.1214444637298584,unavailable,batch,34.5078125,985.1959981024265,long,True,True, Shares in food company Premier Foods have risen after it emerged that US spice giant McCorm,4649.23974609375,full_gpu,0.0,1.0,xsum_000151,8671.30859375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"The policing of a major incident at a nightclub in which two students were killed in a crush was ""appropriate"", the police watchdog has said.",EdinburghNLP/xsum,0.13856589794158936,874.1656132042408,16850.999236106873,51.73899605870247,1.6961507499217987,876.3531260192394,0.11410564184188843,unavailable,batch,20.6171875,876.3531260192394,medium,True,True, Two women who died after a student disco in Northampton became overcrowded were not,4498.41162109375,full_gpu,0.0,1.0,xsum_000152,8671.30859375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Unanswerable,zai-org/LongBench,0.14095380902290344,1259.0720541775227,16850.999236106873,51.73899605870247,5.022268742322922,1264.6596878767014,0.16246363520622253,unavailable,batch,64.09375,1264.6596878767014,long,True,True, The primary language studied in this paper is English. The paper discusses concepts and methodologies,4975.30517578125,full_gpu,0.0,1.0,longbench_qasper_000101,8671.30859375,eval,qa_long_context,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"A community worker has said scrambler motorcycles are a problem in west Belfast, as a woman remains in a critical condition after a collision.",EdinburghNLP/xsum,0.2446100115776062,3022.290363907814,16492.316234856844,47.90624603629112,7.007632404565811,3030.0288535654545,0.23547187447547913,unavailable,batch,5.4140625,3030.0288535654545,short,True,True, Police investigating a fatal crash involving a scrambler motorcycle in Northern Ireland say two teenagers,4333.33349609375,full_gpu,0.0,1.0,xsum_000157,8649.74609375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A crowdfunded handset designed to help people disconnect from their smartphones is due to ship at the end of November after a series of setbacks.,EdinburghNLP/xsum,0.12968853116035461,873.8793581724167,16492.316234856844,47.90624603629112,4.182182252407074,878.5316124558449,0.1199282705783844,unavailable,batch,32.6484375,878.5316124558449,long,True,True," A US firm has apologised after its Kickstarter-funded ""light"" phone failed to",4629.44677734375,full_gpu,0.0,1.0,xsum_000153,8649.74609375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A care worker at an NHS psychiatric unit has been charged with raping a young female patient.,EdinburghNLP/xsum,0.12493506073951721,656.2687680125237,16492.316234856844,47.90624603629112,1.000232994556427,657.6933115720749,0.09028986096382141,unavailable,batch,8.3671875,657.6933115720749,medium,True,True, A nurse has been charged with attempted murder after a patient allegedly tried to stab him,4365.39990234375,full_gpu,0.0,1.0,xsum_000154,8649.74609375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"linear SVM, bidirectional Long Short-Term-Memory (BiLSTM), Convolutional Neural Network (CNN)",zai-org/LongBench,0.12523308396339417,1124.4934909045696,16492.316234856844,47.90624603629112,5.5751800537109375,1130.5695436894894,0.1398921012878418,unavailable,batch,68.6875,1130.5695436894894,long,True,True, The paper does not specify the models used in the experiment. It only describes the,5024.10498046875,full_gpu,0.0,1.0,longbench_qasper_000102,8649.74609375,eval,qa_long_context,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,London Irish have parted company with assistant coach Richard Whiffin following Premiership relegation.,EdinburghNLP/xsum,0.11939927935600281,618.5400113463402,16492.316234856844,47.90624603629112,0.710614025592804,619.6858398616314,0.09413808584213257,unavailable,batch,5.25,619.6858398616314,short,True,True, Former England international Matt Whiffin has left London Irish after 13 years with,4331.55224609375,full_gpu,0.0,1.0,xsum_000167,8649.74609375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A nine-year-old boy with muscular dystrophy has met with First Minister Nicola Sturgeon after he wrote to her campaigning for a new treatment.,EdinburghNLP/xsum,0.11107325553894043,770.296435803175,16492.316234856844,47.90624603629112,2.3773126304149628,773.0990387499332,0.10481476783752441,unavailable,batch,25.7578125,773.0990387499332,long,True,True, The mother of a 14-year-old boy with a rare genetic disorder has,4554.23193359375,full_gpu,0.0,1.0,xsum_000158,8649.74609375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Nigel Farage missed an appearance on BBC Question Time after getting caught in a traffic jam on the A1.,EdinburghNLP/xsum,0.11333078145980835,785.1407080888748,16492.316234856844,47.90624603629112,1.955769956111908,787.5507920980453,0.09748339653015137,unavailable,batch,24.171875,787.5507920980453,medium,True,True, UKIP leader Nigel Farage has missed a live TV debate after getting stuck in traffic,4537.00927734375,full_gpu,0.0,1.0,xsum_000155,8649.74609375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,No,zai-org/LongBench,0.10972842574119568,1104.2067483067513,16492.316234856844,47.90624603629112,5.209669470787048,1109.9801734089851,0.14698132872581482,unavailable,batch,66.828125,1109.9801734089851,long,True,True, The provided context does not explicitly mention whether the answered questions measure for the usefulness of,5004.32177734375,full_gpu,0.0,1.0,longbench_qasper_000103,8649.74609375,eval,qa_long_context,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A 15-year-old boy has been charged with attempted murder after two pupils were stabbed at a school in Dulwich.,EdinburghNLP/xsum,0.0993683934211731,622.8591948747635,16492.316234856844,47.90624603629112,0.585407018661499,623.8595396280289,0.08909404277801514,unavailable,batch,5.46875,623.8595396280289,short,True,True, Two teenagers have been injured after a stabbing at a school in south London.,4334.62060546875,full_gpu,0.0,1.0,xsum_000174,8649.74609375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Campaigners to leave the European Union have been badgering the government about the reliability of the official immigration statistics.,EdinburghNLP/xsum,0.11346861720085144,857.7453121542931,16492.316234856844,47.90624603629112,2.6340968906879425,860.8391769230366,0.11210143566131592,unavailable,batch,37.515625,860.8391769230366,long,True,True, Nigel Farage thinks the official figures for EU migration to the UK are wrong because the,4681.89990234375,full_gpu,0.0,1.0,xsum_000160,8649.74609375,eval,summary,
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Oscar winner Nicole Kidman says she still acts like she's 21 when it comes to acting roles.,EdinburghNLP/xsum,0.23182108998298645,3033.1208668649197,16566.664900630713,48.64460602402687,7.857833057641983,3041.7104214429855,0.2381354570388794,unavailable,batch,25.046875,3041.7104214429855,medium,True,True, Nicole Kidman says she is still trying to act as if she is starting her,4546.50927734375,full_gpu,0.0,1.0,xsum_000156,8679.1484375,eval,summary,
