adapter,budget_hit,error,evicted_kv_mib,extra_arrival_index,extra_backend,extra_bits,extra_builtin_request_fallback,extra_cache_rebuild_reason,extra_cache_reused,extra_effective_prompt_chars,extra_env,extra_failure_stage,extra_family,extra_history_turns,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_model,extra_primary_metric,extra_profile,extra_prompt_text,extra_prompt_tokens,extra_reference,extra_request_source,extra_runtime_cuda_visible_devices,extra_runtime_device_strategy,extra_runtime_visible_device_count,extra_stage_decode_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_unsupported,extra_worker_cuda_visible_devices,extra_worker_device_strategy,extra_worker_mode,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,recompute_ms,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,session_id,split,task,ttft_ms,turn_index
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,10,qwen2_kivi,4,false,new_session,False,614,edgekv-kivi,generate,kivi,"[""User: Context: Team Borealis can ship exactly 19 crates on August 13. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 19 crates on August 13 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 13; the destination checkpoint-3 cannot change.""]",quantized,32,2471,True,1624,196,14336,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",135,Yes. Split 19 crates into two equal batches while keeping August 13 and destination checkpoint-3 unchanged.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,714.5379334688187,15235.054429620504,2081.73905313015,0.0,714.6183475852013,0.07714331150054932,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-001-turn2__pressure_r1_c1,,,,,qa-session-001__pressure_r1_c1,calibration,qa,,2
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,11,qwen2_kivi,4,false,new_session,False,614,edgekv-kivi,generate,kivi,"[""User: Context: Team Borealis can ship exactly 19 crates on August 13. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 19 crates on August 13 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 13; the destination checkpoint-3 cannot change.""]",quantized,32,2920,True,1904,224,17920,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",135,Yes. Split 19 crates into two equal batches while keeping August 13 and destination checkpoint-3 unchanged.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,690.9047290682793,15235.054429620504,2081.73905313015,0.0,691.0037770867348,0.09369105100631714,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-001-turn2__pressure_r1_c2,,,,,qa-session-001__pressure_r1_c2,calibration,qa,,2
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,12,qwen2_kivi,4,false,new_session,False,192,edgekv-kivi,generate,kivi,[],quantized,32,3145,True,2072,252,18816,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",43,Team Cinder ships 20 crates on August 14 to relay-5.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,366.9275529682636,15235.054429620504,2081.73905313015,0.0,367.02312529087067,0.09132176637649536,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-002-turn0__pressure_r1_c1,,,,,qa-session-002__pressure_r1_c1,eval,qa,,0
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,13,qwen2_kivi,4,false,new_session,False,192,edgekv-kivi,generate,kivi,[],quantized,32,3370,True,2240,280,19712,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",43,Team Cinder ships 20 crates on August 14 to relay-5.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,372.2137622535229,15235.054429620504,2081.73905313015,0.0,372.2998909652233,0.08215382695198059,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-002-turn0__pressure_r1_c2,,,,,qa-session-002__pressure_r1_c2,eval,qa,,0
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,14,qwen2_kivi,4,false,new_session,False,343,edgekv-kivi,generate,kivi,"[""User: Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 20 crates on August 14 to relay-5.""]",quantized,32,3370,True,2240,280,19712,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: What date was locked for the shipment, and what cannot change?
Answer:",81,August 14; the destination relay-5 cannot change.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,1.3580210506916046,15235.054429620504,2081.73905313015,0.0,1.4501623809337616,0.08701160550117493,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-002-turn1__pressure_r1_c1,,,,,qa-session-002__pressure_r1_c1,calibration,qa,,1
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,15,qwen2_kivi,4,false,new_session,False,343,edgekv-kivi,generate,kivi,"[""User: Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 20 crates on August 14 to relay-5.""]",quantized,32,3370,True,2240,280,19712,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: What date was locked for the shipment, and what cannot change?
Answer:",81,August 14; the destination relay-5 cannot change.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,1.3132765889167786,15235.054429620504,2081.73905313015,0.0,1.3968683779239655,0.07997825741767883,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-002-turn1__pressure_r1_c2,,,,,qa-session-002__pressure_r1_c2,calibration,qa,,1
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,16,qwen2_kivi,4,false,new_session,False,595,edgekv-kivi,generate,kivi,"[""User: Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 20 crates on August 14 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 14; the destination relay-5 cannot change.""]",quantized,32,4043,True,2632,308,23296,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",131,Yes. Split 20 crates into two equal batches while keeping August 14 and destination relay-5 unchanged.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,976.7917357385159,15235.054429620504,2081.73905313015,0.0,976.8720790743828,0.07671862840652466,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-002-turn2__pressure_r1_c1,,,,,qa-session-002__pressure_r1_c1,calibration,qa,,2
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,17,qwen2_kivi,4,false,new_session,False,595,edgekv-kivi,generate,kivi,"[""User: Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 20 crates on August 14 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 14; the destination relay-5 cannot change.""]",quantized,32,4716,True,3024,336,26880,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",131,Yes. Split 20 crates into two equal batches while keeping August 14 and destination relay-5 unchanged.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,987.0581440627575,15235.054429620504,2081.73905313015,0.0,987.1565438807011,0.09322166442871094,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-002-turn2__pressure_r1_c2,,,,,qa-session-002__pressure_r1_c2,calibration,qa,,2
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,18,qwen2_kivi,4,false,new_session,False,191,edgekv-kivi,generate,kivi,[],quantized,32,4941,True,3192,364,27776,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",43,Team Delta ships 21 crates on August 15 to depot-2.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,369.8156289756298,15235.054429620504,2081.73905313015,0.0,369.9130043387413,0.09268894791603088,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-003-turn0__pressure_r1_c1,,,,,qa-session-003__pressure_r1_c1,eval,qa,,0
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,19,qwen2_kivi,4,false,new_session,False,191,edgekv-kivi,generate,kivi,[],quantized,32,5166,True,3360,392,28672,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",43,Team Delta ships 21 crates on August 15 to depot-2.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,370.9345981478691,15235.054429620504,2081.73905313015,0.0,371.02507799863815,0.08540228009223938,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-003-turn0__pressure_r1_c2,,,,,qa-session-003__pressure_r1_c2,eval,qa,,0
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,20,qwen2_kivi,4,false,new_session,False,341,edgekv-kivi,generate,kivi,"[""User: Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 21 crates on August 15 to depot-2.""]",quantized,32,5166,True,3360,392,28672,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: What date was locked for the shipment, and what cannot change?
Answer:",81,August 15; the destination depot-2 cannot change.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,1.3874322175979614,15235.054429620504,2081.73905313015,0.0,1.4832764863967896,0.0912696123123169,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-003-turn1__pressure_r1_c1,,,,,qa-session-003__pressure_r1_c1,calibration,qa,,1
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,21,qwen2_kivi,4,false,new_session,False,341,edgekv-kivi,generate,kivi,"[""User: Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 21 crates on August 15 to depot-2.""]",quantized,32,5166,True,3360,392,28672,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: What date was locked for the shipment, and what cannot change?
Answer:",81,August 15; the destination depot-2 cannot change.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,1.367315649986267,15235.054429620504,2081.73905313015,0.0,1.4530457556247711,0.08225813508033752,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-003-turn1__pressure_r1_c2,,,,,qa-session-003__pressure_r1_c2,calibration,qa,,1
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,22,qwen2_kivi,4,false,new_session,False,593,edgekv-kivi,generate,kivi,"[""User: Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 21 crates on August 15 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 15; the destination depot-2 cannot change.""]",quantized,32,5839,True,3752,420,32256,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",131,Yes. Split 21 crates into two equal batches while keeping August 15 and destination depot-2 unchanged.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,966.4037711918354,15235.054429620504,2081.73905313015,0.0,966.5066935122013,0.09951367974281311,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-003-turn2__pressure_r1_c1,,,,,qa-session-003__pressure_r1_c1,calibration,qa,,2
kivi,False,KIVI proof/runtime failed (kivi_4bit_residual16): AssertionError: ,,23,qwen2_kivi,4,false,new_session,False,593,edgekv-kivi,generate,kivi,"[""User: Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 21 crates on August 15 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 15; the destination depot-2 cannot change.""]",quantized,32,6512,True,4144,448,35840,16,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,kivi_4bit_residual16,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",131,Yes. Split 21 crates into two equal batches while keeping August 15 and destination depot-2 unchanged.,data/fixtures/pilot_session_trace_requests.jsonl,"0,1",balanced_two_gpu,2,0.0,951.0805420577526,15235.054429620504,2081.73905313015,0.0,951.1778429150581,0.09256601333618164,true,"0,1",balanced_two_gpu,persistent,,,,,medium,False,False,,,kivi_4bit_residual16,,,,qa-session-003-turn2__pressure_r1_c2,,,,,qa-session-003__pressure_r1_c2,calibration,qa,,2
