adapter,error,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_family,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_primary_metric,extra_profile_note,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_first_token_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_prefill_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_ttft_semantics,extra_worker_mode,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,split,task,ttft_ms
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,using tweets that one has replied or quoted to as contextual information,zai-org/LongBench,0.0,515.8481821417809,1056.099358946085,16558.330561965704,510.3718116879463,45.63513025641441,5.182500928640366,1062.0432682335377,0.15161186456680298,first_token,batch,68.03125,1062.0432682335377,long,True,True, The paper explores the use of additional features and context to improve the detection of abusive,5051.69873046875,full_gpu,0.0,1.0,longbench_qasper_000003,8648.484375,calibration,qa_long_context,515.8481821417809
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Google has hired the creator of one of the web's most notorious forums - 4chan.,EdinburghNLP/xsum,0.0,166.16426408290863,710.2337703108788,16558.330561965704,163.77945244312286,45.63513025641441,2.1568909287452698,713.0505256354809,0.10133534669876099,first_token,batch,21.546875,713.0505256354809,medium,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4517.76123046875,full_gpu,0.0,1.0,xsum_000003,8648.484375,calibration,summary,166.16426408290863
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",EdinburghNLP/xsum,0.0,70.5886110663414,617.4824424088001,16558.330561965704,69.74534690380096,45.63513025641441,0.6605461239814758,618.745643645525,0.08972734212875366,first_token,batch,7.2734375,618.745643645525,short,True,True, A man in his 30s with blonde hair and a scratch on his,4355.64794921875,full_gpu,0.0,1.0,xsum_000013,8648.484375,calibration,summary,70.5886110663414
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,EdinburghNLP/xsum,0.0,225.40667280554771,772.3548151552677,16558.330561965704,223.22963923215866,45.63513025641441,1.9803792238235474,774.8365998268127,0.09848177433013916,first_token,batch,27.453125,774.8365998268127,long,True,True, Barnsley striker Sam Bradshaw says he has been inspired by the hunger of,4586.17138671875,full_gpu,0.0,1.0,xsum_000019,8648.484375,calibration,summary,225.40667280554771
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,EdinburghNLP/xsum,0.0,906.7744314670563,1447.4562965333462,16558.330561965704,898.8205939531326,45.63513025641441,7.659438997507095,1455.8918550610542,0.18155202269554138,first_token,batch,111.78125,1455.8918550610542,xl,True,True, The 209 members of world football's governing body Fifa are due,5544.41259765625,full_gpu,0.0,1.0,xsum_000110,8648.484375,calibration,summary,906.7744314670563
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",zai-org/LongBench,0.0,2824.129082262516,3364.2213083803654,16615.06400257349,2806.1323054134846,48.47398027777672,17.479751259088516,3382.5417049229145,0.2502351999282837,first_token,batch,67.8671875,3382.5417049229145,long,True,True," The Facebook pages they looked at include FoxNews, CNN, ESPN, New York",5049.93505859375,full_gpu,0.0,1.0,longbench_qasper_000004,8693.04296875,calibration,qa_long_context,2824.129082262516
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,EdinburghNLP/xsum,0.0,166.23175516724586,715.146616101265,16615.06400257349,163.72917592525482,48.47398027777672,2.2683925926685333,717.9856449365616,0.10849162936210632,first_token,batch,21.3828125,717.9856449365616,medium,True,True, Barcelona's president Sandro Rosell has resigned after a year-long investigation into the,4516.81494140625,full_gpu,0.0,1.0,xsum_000006,8693.04296875,calibration,summary,166.23175516724586
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,EdinburghNLP/xsum,0.0,69.22609731554985,615.3003685176373,16615.06400257349,68.35389509797096,48.47398027777672,0.6909184157848358,616.5228486061096,0.08647143840789795,first_token,batch,6.78125,616.5228486061096,short,True,True, Sri Lanka pace bowler Lasith Eranga has been suspended from international cricket after,4350.05810546875,full_gpu,0.0,1.0,xsum_000029,8693.04296875,calibration,summary,69.22609731554985
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,EdinburghNLP/xsum,0.0,273.50490167737007,821.0380300879478,16615.06400257349,270.20565792918205,48.47398027777672,3.0863843858242035,824.6473968029022,0.09884312748908997,first_token,batch,30.84375,824.6473968029022,long,True,True," The aspen tree, a native of Scotland, usually reproduces by sending up",4623.83349609375,full_gpu,0.0,1.0,xsum_000027,8693.04296875,calibration,summary,273.50490167737007
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,Yes,zai-org/LongBench,0.0,540.4866747558117,1092.6223807036877,16615.06400257349,534.4612561166286,48.47398027777672,5.785785615444183,1099.1166159510612,0.12017413973808289,first_token,batch,68.6875,1099.1166159510612,long,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5058.56201171875,full_gpu,0.0,1.0,longbench_qasper_000005,8693.04296875,calibration,qa_long_context,540.4866747558117
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"About 70% of London schools could face budget cuts under government plans to change how they are funded, according to London Councils.",EdinburghNLP/xsum,0.0,174.4672730565071,710.9613046050072,16615.06400257349,172.23040387034416,48.47398027777672,2.0155422389507294,713.585302233696,0.10976940393447876,first_token,batch,21.3828125,713.585302233696,medium,True,True, London schools would have to make huge savings if a government plan to equalise school,4516.81494140625,full_gpu,0.0,1.0,xsum_000007,8693.04296875,calibration,summary,174.4672730565071
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Barnsley have signed striker Elliot Lee from Premier League club West Ham United for an undisclosed fee.,EdinburghNLP/xsum,0.0,71.38258591294289,621.5436197817326,16615.06400257349,70.42130455374718,48.47398027777672,0.7777996361255646,622.8658743202686,0.09012967348098755,first_token,batch,6.8359375,622.8658743202686,short,True,True, League One side Leeds United have signed West Ham United midfielder Sam Lee on a three,4350.67919921875,full_gpu,0.0,1.0,xsum_000032,8693.04296875,calibration,summary,71.38258591294289
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"Islamic State (IS) militants have killed more than 120 civilians since launching a fresh attack on the Syrian border town of Kobane, activists say.",EdinburghNLP/xsum,0.0,245.70433795452118,794.9276193976402,16615.06400257349,243.09024587273598,48.47398027777672,2.3979470133781433,797.9384288191795,0.11060386896133423,first_token,batch,28.8203125,797.9384288191795,long,True,True," Islamic State (IS) militants have launched a new offensive on Kobane, a",4601.35791015625,full_gpu,0.0,1.0,xsum_000031,8693.04296875,calibration,summary,245.70433795452118
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2",zai-org/LongBench,0.0,540.9293286502361,1087.1680490672588,16615.06400257349,535.4574471712112,48.47398027777672,5.1795318722724915,1093.0127203464508,0.14497339725494385,first_token,batch,66.828125,1093.0127203464508,long,True,True, The document proposes an evaluation protocol and baseline for the concept-map-based MDS task,5037.87646484375,full_gpu,0.0,1.0,longbench_qasper_000006,8693.04296875,calibration,qa_long_context,540.9293286502361
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Jason Roy continued his fine form with a second century in six days as Surrey made a strong start with the bat against Middlesex at Lord's.,EdinburghNLP/xsum,0.0,156.61393105983734,700.6725780665874,16615.06400257349,155.0048068165779,48.47398027777672,1.4023669064044952,702.659647911787,0.09959936141967773,first_token,batch,15.2578125,702.659647911787,medium,True,True, Surrey opener Jason Roy hit his second century of the week as his side reached ,4447.71044921875,full_gpu,0.0,1.0,xsum_000008,8693.04296875,calibration,summary,156.61393105983734
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A man has been arrested by police in Bahrain in connection with the death of former BBC journalist and News Letter editor Austin Hunter.,EdinburghNLP/xsum,0.0,2446.9294622540474,3048.078916966915,16704.817973077297,2440.13649597764,46.5884804725647,6.341457366943359,3055.337555706501,0.22750720381736755,first_token,batch,4.2109375,3055.337555706501,short,True,True, A man from Northern Ireland who was working in the United Arab Emirates has been killed,4320.90380859375,full_gpu,0.0,1.0,xsum_000033,8621.5859375,calibration,summary,2446.9294622540474
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"Hundreds of schoolchildren, among them a pupil of only eight, have been caught with drugs on school premises, new figures reveal.",EdinburghNLP/xsum,0.0,359.88007858395576,952.6868723332882,16704.817973077297,354.6663410961628,46.5884804725647,4.919528961181641,958.2844637334347,0.14501437544822693,first_token,batch,37.734375,958.2844637334347,long,True,True, Police have seized illegal drugs from school premises in England and Wales more than 2,4702.06201171875,full_gpu,0.0,1.0,xsum_000039,8621.5859375,calibration,summary,359.88007858395576
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum",zai-org/LongBench,0.0,535.5179831385612,1131.0105547308922,16704.817973077297,527.7685970067978,46.5884804725647,7.445182651281357,1139.121487736702,0.15852227807044983,first_token,batch,64.3671875,1139.121487736702,long,True,True, The proposed approach was evaluated on three single-document news summarization datasets that represent different,5012.26513671875,full_gpu,0.0,1.0,longbench_qasper_000007,8621.5859375,calibration,qa_long_context,535.5179831385612
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Kent's outgoing high-profile police and crime commissioner (PCC) has said she is proud of her achievements four years after being elected.,EdinburghNLP/xsum,0.0,172.7801337838173,767.7628993988037,16704.817973077297,170.3006476163864,46.5884804725647,2.251606434583664,770.551934838295,0.11188536882400513,first_token,batch,20.5078125,770.551934838295,medium,True,True," The outgoing Police and Crime Commissioner for Kent, Ann Barnes, has said her time",4506.02490234375,full_gpu,0.0,1.0,xsum_000012,8621.5859375,calibration,summary,172.7801337838173
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A motorcyclist and a car driver have been killed in a crash on the A36 near Warminster.,EdinburghNLP/xsum,0.0,68.60451400279999,618.9782470464706,16704.817973077297,67.75206699967384,46.5884804725647,0.6699003279209137,620.1834343373775,0.08830428123474121,first_token,batch,6.453125,620.1834343373775,short,True,True, A motorbike rider and a car driver have died after a collision in Wilt,4346.33154296875,full_gpu,0.0,1.0,xsum_000049,8621.5859375,calibration,summary,68.60451400279999
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Two rival criminal groups have been hit with what police describe as the largest ever gang injunction.,EdinburghNLP/xsum,0.0,579.2249925434589,1115.6416460871696,16704.817973077297,573.6829452216625,46.5884804725647,5.204301327466965,1121.5896345674992,0.14485791325569153,first_token,batch,68.3046875,1121.5896345674992,long,True,True, A landmark ruling has seen 18 men banned from meeting each other and entering,5054.84130859375,full_gpu,0.0,1.0,xsum_000041,8621.5859375,calibration,summary,579.2249925434589
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,GM$\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.,zai-org/LongBench,0.0,509.4096064567566,1058.2002438604832,16704.817973077297,503.59616056084633,46.5884804725647,5.530267953872681,1064.3590800464153,0.15518441796302795,first_token,batch,65.953125,1064.3590800464153,long,True,True, This approach compares favorably to other word sense disambiguation (WSD,5028.69873046875,full_gpu,0.0,1.0,longbench_qasper_000008,8621.5859375,calibration,qa_long_context,509.4096064567566
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Newport County goalkeeper Rhys Taylor has joined Wrexham on loan until January.,EdinburghNLP/xsum,0.0,156.44386783242226,705.6809067726135,16704.817973077297,154.69390898942947,46.5884804725647,1.5247538685798645,707.8103013336658,0.11274963617324829,first_token,batch,15.0390625,707.8103013336658,medium,True,True, Newport County have sold goalkeeper Rhys Taylor to Wrexham for an undisclosed fee,4445.28076171875,full_gpu,0.0,1.0,xsum_000014,8621.5859375,calibration,summary,156.44386783242226
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Exeter Chiefs forward Sam Simmonds has signed a new two-year deal with the Premiership club.,EdinburghNLP/xsum,0.0,64.01797756552696,620.8219900727272,16704.817973077297,63.191525638103485,46.5884804725647,0.6430856883525848,621.990904211998,0.09040161967277527,first_token,batch,5.03125,621.990904211998,short,True,True, Exeter Chiefs have signed Cornish Pirates prop Jack Simmonds on a two-year,4330.18310546875,full_gpu,0.0,1.0,xsum_000054,8621.5859375,calibration,summary,64.01797756552696
