adapter,error,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_family,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_primary_metric,extra_profile_note,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_first_token_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_prefill_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_ttft_semantics,extra_worker_mode,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,split,task,ttft_ms
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",zai-org/LongBench,0.0,2779.4011048972607,3303.851541131735,16740.389849990606,2761.0482275485992,45.62949389219284,17.850086092948914,3322.532158344984,0.2641044557094574,first_token,batch,62.890625,3322.532158344984,long,True,True, The document states that the proposed model outperforms previous state-of-the-art methods,4996.36474609375,full_gpu,0.0,1.0,longbench_qasper_000002,8644.55078125,calibration,qa_long_context,2779.4011048972607
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,The Duchess of Cambridge will feature on the cover of British Vogue to mark the magazine's centenary.,EdinburghNLP/xsum,0.0,162.28825598955154,732.6959408819675,16740.389849990606,159.7854644060135,45.62949389219284,2.2468268871307373,735.5266809463501,0.11942163109779358,first_token,batch,18.9765625,735.5266809463501,medium,True,True, The Duchess of Cambridge is to feature on the cover of British Vogue for the first,4489.01708984375,full_gpu,0.0,1.0,xsum_000002,8644.55078125,calibration,summary,162.28825598955154
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",EdinburghNLP/xsum,0.0,56.10942468047142,574.3140354752541,16740.389849990606,55.41635304689407,45.62949389219284,0.5101114511489868,575.3392279148102,0.08866935968399048,first_token,batch,3.2265625,575.3392279148102,short,True,True, The BBC's Chris Buckler reports on the latest developments in the case of a,4309.97021484375,full_gpu,0.0,1.0,xsum_000011,8644.55078125,calibration,summary,56.10942468047142
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,EdinburghNLP/xsum,0.0,294.69216242432594,811.8639178574085,16740.389849990606,291.21511429548264,45.62949389219284,3.24113667011261,815.6418241560459,0.12123212218284607,first_token,batch,32.59375,815.6418241560459,long,True,True, A cafe in Georgia has appealed for support after it was attacked by a group of,4643.27294921875,full_gpu,0.0,1.0,xsum_000017,8644.55078125,calibration,summary,294.69216242432594
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",EdinburghNLP/xsum,0.0,881.3287392258644,1471.0281193256378,16740.389849990606,872.3169304430485,45.62949389219284,8.719634264707565,1480.501752346754,0.16631558537483215,first_token,batch,109.484375,1480.501752346754,xl,True,True," As clubs look to spend hundreds of millions of pounds on new players, they are",5519.84423828125,full_gpu,0.0,1.0,xsum_000107,8644.55078125,calibration,summary,881.3287392258644
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,using tweets that one has replied or quoted to as contextual information,zai-org/LongBench,0.0,509.9280774593353,1083.1763744354248,16740.389849990606,503.0001662671566,45.62949389219284,6.603829562664032,1090.6025394797325,0.17642229795455933,first_token,batch,68.03125,1090.6025394797325,long,True,True, The paper explores the use of additional features and context to improve the detection of abusive,5051.69873046875,full_gpu,0.0,1.0,longbench_qasper_000003,8644.55078125,calibration,qa_long_context,509.9280774593353
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Google has hired the creator of one of the web's most notorious forums - 4chan.,EdinburghNLP/xsum,0.0,164.9598591029644,743.6250075697899,16740.389849990606,162.42115944623947,45.62949389219284,2.319350838661194,746.5632744133472,0.11065229773521423,first_token,batch,21.546875,746.5632744133472,medium,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4517.76123046875,full_gpu,0.0,1.0,xsum_000003,8644.55078125,calibration,summary,164.9598591029644
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",EdinburghNLP/xsum,0.0,70.5687589943409,631.2771402299404,16740.389849990606,69.63161751627922,45.62949389219284,0.7469281554222107,632.6836347579956,0.09204819798469543,first_token,batch,7.2734375,632.6836347579956,short,True,True, A man in his 30s with blonde hair and a scratch on his,4355.64794921875,full_gpu,0.0,1.0,xsum_000013,8644.55078125,calibration,summary,70.5687589943409
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,EdinburghNLP/xsum,0.0,244.39768865704536,788.326796144247,16740.389849990606,241.84602871537209,45.62949389219284,2.327464520931244,791.311226785183,0.11131539940834045,first_token,batch,27.453125,791.311226785183,long,True,True, Barnsley striker Sam Bradshaw says he has been inspired by the hunger of,4586.17138671875,full_gpu,0.0,1.0,xsum_000019,8644.55078125,calibration,summary,244.39768865704536
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,EdinburghNLP/xsum,0.0,910.3708676993847,1425.796452909708,16740.389849990606,901.9255079329014,45.62949389219284,8.142251521348953,1434.6637688577175,0.17623603343963623,first_token,batch,111.78125,1434.6637688577175,xl,True,True, The 209 members of world football's governing body Fifa are due,5544.41259765625,full_gpu,0.0,1.0,xsum_000110,8644.55078125,calibration,summary,910.3708676993847
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",zai-org/LongBench,0.0,2798.1160059571266,3342.4028046429157,16597.493182867765,2785.27270630002,46.53057083487511,12.328043580055237,3355.624910444021,0.29169023036956787,first_token,batch,67.8671875,3355.624910444021,long,True,True," The Facebook pages they looked at include FoxNews, CNN, ESPN, New York",5049.93505859375,full_gpu,0.0,1.0,longbench_qasper_000004,8671.94921875,calibration,qa_long_context,2798.1160059571266
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,EdinburghNLP/xsum,0.0,165.80290347337723,713.9680348336697,16597.493182867765,163.35934028029442,46.53057083487511,2.2402815520763397,716.7590521275997,0.09621679782867432,first_token,batch,21.3828125,716.7590521275997,medium,True,True, Barcelona's president Sandro Rosell has resigned after a year-long investigation into the,4516.81494140625,full_gpu,0.0,1.0,xsum_000006,8671.94921875,calibration,summary,165.80290347337723
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,EdinburghNLP/xsum,0.0,69.5936419069767,620.1818138360977,16597.493182867765,68.68335232138634,46.53057083487511,0.7040910422801971,621.4033626019955,0.09100139141082764,first_token,batch,6.78125,621.4033626019955,short,True,True, Sri Lanka pace bowler Lasith Eranga has been suspended from international cricket after,4350.05810546875,full_gpu,0.0,1.0,xsum_000029,8671.94921875,calibration,summary,69.5936419069767
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,EdinburghNLP/xsum,0.0,279.59635853767395,824.186023324728,16597.493182867765,276.54915302991867,46.53057083487511,2.8313100337982178,827.5697939097881,0.11121481657028198,first_token,batch,30.84375,827.5697939097881,long,True,True," The aspen tree, a native of Scotland, usually reproduces by sending up",4623.83349609375,full_gpu,0.0,1.0,xsum_000027,8671.94921875,calibration,summary,279.59635853767395
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,Yes,zai-org/LongBench,0.0,544.3493835628033,1063.8898871839046,16597.493182867765,538.6228673160076,46.53057083487511,5.473766475915909,1069.949198514223,0.14425069093704224,first_token,batch,68.6875,1069.949198514223,long,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5058.56201171875,full_gpu,0.0,1.0,longbench_qasper_000005,8671.94921875,calibration,qa_long_context,544.3493835628033
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"Vanilla ST baseline, encoder pre-training, in which the ST encoder is initialized from an ASR model, decoder pre-training, in which the ST decoder is initialized from an MT model, encoder-decoder pre-training, where both the encoder and decoder are pre-trained, many-to-many multi-task model where the encoders and decoders are derived from pre-trained ASR and MT models, Triangle+pre-train: BIBREF18 DBLP:conf/naacl/AnastasopoulosC18 proposed a triangle multi-task strategy for speech translation",zai-org/LongBench,0.0,564.2042383551598,1083.8933736085892,16597.493182867765,558.906577527523,46.53057083487511,5.044158548116684,1089.517641812563,0.1436583697795868,first_token,batch,73.0078125,1089.517641812563,long,True,True, The baselines in the context refer to previous methods or models that the proposed T,5106.79248046875,full_gpu,0.0,1.0,longbench_qasper_000100,8671.94921875,eval,qa_long_context,564.2042383551598
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Everton winger Gerard Deulofeu has joined Italian side AC Milan on loan until the end of the season.,EdinburghNLP/xsum,0.0,70.44190168380737,589.0971086919308,16597.493182867765,69.42355260252953,46.53057083487511,0.8184574544429779,590.4652737081051,0.09706616401672363,first_token,batch,7.4375,590.4652737081051,short,True,True, Everton midfielder Enric Gallego has signed a season-long loan deal with Serie,4357.51123046875,full_gpu,0.0,1.0,xsum_000150,8671.94921875,eval,summary,70.44190168380737
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"McCormick, the American food flavourings business, has said it may increase its $700m (£494m) bid for the UK's Premier Foods.",EdinburghNLP/xsum,0.0,277.9022976756096,795.3438498079777,16597.493182867765,275.12631192803383,46.53057083487511,2.5676600635051727,798.4241098165512,0.11134147644042969,first_token,batch,34.5078125,798.4241098165512,long,True,True, Shares in food company Premier Foods have been on a rollercoaster ride this week,4664.96826171875,full_gpu,0.0,1.0,xsum_000151,8671.94921875,eval,summary,277.9022976756096
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"The policing of a major incident at a nightclub in which two students were killed in a crush was ""appropriate"", the police watchdog has said.",EdinburghNLP/xsum,0.0,174.7034564614296,767.778430134058,16597.493182867765,172.93035611510277,46.53057083487511,1.5609078109264374,769.9249610304832,0.09879469871520996,first_token,batch,20.6171875,769.9249610304832,medium,True,True, Two students who died after a crush at a student disco in 201,4507.23974609375,full_gpu,0.0,1.0,xsum_000152,8671.94921875,eval,summary,174.7034564614296
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,Unanswerable,zai-org/LongBench,0.0,521.0469700396061,1113.5366819798946,16597.493182867765,515.132587403059,46.53057083487511,5.635995417833328,1119.904350489378,0.15837699174880981,first_token,batch,64.09375,1119.904350489378,long,True,True, The natural language studied in this paper is English. The paper discusses tasks related to,5008.43701171875,full_gpu,0.0,1.0,longbench_qasper_000101,8671.94921875,eval,qa_long_context,521.0469700396061
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"A community worker has said scrambler motorcycles are a problem in west Belfast, as a woman remains in a critical condition after a collision.",EdinburghNLP/xsum,0.0,2566.709391772747,3142.4548253417015,16227.913539856672,2561.2828321754932,46.51784151792526,5.003619939088821,3148.363057523966,0.21633505821228027,first_token,batch,5.4140625,3148.363057523966,short,True,True, Two teenagers have been arrested after a scrambler motorcycle crashed into a lake in west,4334.53076171875,full_gpu,0.0,1.0,xsum_000157,8681.0234375,eval,summary,2566.709391772747
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A crowdfunded handset designed to help people disconnect from their smartphones is due to ship at the end of November after a series of setbacks.,EdinburghNLP/xsum,0.0,319.46079805493355,918.9438708126545,16227.913539856672,314.2414279282093,46.51784151792526,4.959743469953537,924.608401954174,0.1233518123626709,first_token,batch,32.6484375,924.608401954174,long,True,True," A ""light"" phone that can only make and receive calls has been delayed by",4644.27490234375,full_gpu,0.0,1.0,xsum_000153,8681.0234375,eval,summary,319.46079805493355
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A care worker at an NHS psychiatric unit has been charged with raping a young female patient.,EdinburghNLP/xsum,0.0,95.46968340873718,684.8065182566643,16227.913539856672,94.05697882175446,46.51784151792526,1.1843964457511902,686.637882143259,0.11008232831954956,first_token,batch,8.3671875,686.637882143259,medium,True,True, A nurse has been charged with attempted murder after a patient allegedly tried to stab him,4368.07177734375,full_gpu,0.0,1.0,xsum_000154,8681.0234375,eval,summary,95.46968340873718
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"linear SVM, bidirectional Long Short-Term-Memory (BiLSTM), Convolutional Neural Network (CNN)",zai-org/LongBench,0.0,542.9975651204586,1097.9514308273792,16227.913539856672,535.6693416833878,46.51784151792526,7.038552314043045,1105.6140065193176,0.16415491700172424,first_token,batch,68.6875,1105.6140065193176,long,True,True, The paper does not specify the models used in the experiment. It only describes the,5058.92333984375,full_gpu,0.0,1.0,longbench_qasper_000102,8681.0234375,eval,qa_long_context,542.9975651204586
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,London Irish have parted company with assistant coach Richard Whiffin following Premiership relegation.,EdinburghNLP/xsum,0.0,63.132088631391525,582.9478092491627,16227.913539856672,62.3503178358078,46.51784151792526,0.5970783531665802,584.039680659771,0.08527934551239014,first_token,batch,5.25,584.039680659771,short,True,True, Former England international Matt Whiffin has left London Irish after 12 years with,4332.66748046875,full_gpu,0.0,1.0,xsum_000167,8681.0234375,eval,summary,63.132088631391525
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A nine-year-old boy with muscular dystrophy has met with First Minister Nicola Sturgeon after he wrote to her campaigning for a new treatment.,EdinburghNLP/xsum,0.0,207.9325169324875,737.4499067664146,16227.913539856672,205.69102093577385,46.51784151792526,2.0443275570869446,740.0197386741638,0.09839236736297607,first_token,batch,25.7578125,740.0197386741638,long,True,True, The mother of a 14-year-old boy with a rare muscle-wasting,4567.34130859375,full_gpu,0.0,1.0,xsum_000158,8681.0234375,eval,summary,207.9325169324875
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Nigel Farage missed an appearance on BBC Question Time after getting caught in a traffic jam on the A1.,EdinburghNLP/xsum,0.0,221.3144302368164,744.7418458759785,16227.913539856672,219.20884773135185,46.51784151792526,1.9010677933692932,747.2330927848816,0.10370463132858276,first_token,batch,24.171875,747.2330927848816,medium,True,True, UKIP leader Nigel Farage has missed a live TV debate after getting stuck in traffic,4547.57568359375,full_gpu,0.0,1.0,xsum_000155,8681.0234375,eval,summary,221.3144302368164
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,No,zai-org/LongBench,0.0,548.3578369021416,1080.112300813198,16227.913539856672,542.903508991003,46.51784151792526,5.190465599298477,1085.9800279140472,0.1511983573436737,first_token,batch,66.828125,1085.9800279140472,long,True,True, The provided context does not explicitly mention whether the answered questions measure for the usefulness of,5038.67724609375,full_gpu,0.0,1.0,longbench_qasper_000103,8681.0234375,eval,qa_long_context,548.3578369021416
