adapter,error,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_family,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_profile_note,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_worker_mode,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,split,task,ttft_ms
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",zai-org/LongBench,0.21965056657791138,3338.4931422770023,16451.88633725047,51.13493651151657,17.254747450351715,3356.487028300762,0.29363110661506653,batch,3356.487028300762,long,True,True, Their model outperforms previous state-of-the-art methods by 68.,4962.69287109375,full_gpu,0.0,1.0,longbench_qasper_000002,8702.125,calibration,qa_long_context,3356.487028300762
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,The Duchess of Cambridge will feature on the cover of British Vogue to mark the magazine's centenary.,EdinburghNLP/xsum,0.11868774890899658,728.7213057279587,16451.88633725047,51.13493651151657,2.2629201412200928,731.4339503645897,0.10609999299049377,batch,731.4339503645897,medium,True,True, The Duchess of Cambridge is to feature on the cover of British Vogue's centenary,4480.59912109375,full_gpu,0.0,1.0,xsum_000002,8702.125,calibration,summary,731.4339503645897
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",EdinburghNLP/xsum,0.11660158634185791,612.1134795248508,16451.88633725047,51.13493651151657,0.4721246659755707,612.9928603768349,0.08686259388923645,batch,612.9928603768349,short,True,True, The Irish government has announced a new plan to tackle the country's high rate of,4309.57958984375,full_gpu,0.0,1.0,xsum_000011,8702.125,calibration,summary,612.9928603768349
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,EdinburghNLP/xsum,0.11237338185310364,845.7983545958996,16451.88633725047,51.13493651151657,3.3375918865203857,849.6017381548882,0.1226663589477539,batch,849.6017381548882,long,True,True, A cafe in Georgia has accused neo-Nazis of attacking its premises and throwing,4628.45849609375,full_gpu,0.0,1.0,xsum_000017,8702.125,calibration,summary,849.6017381548882
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",EdinburghNLP/xsum,0.1140981912612915,1416.580893099308,16451.88633725047,51.13493651151657,9.538073092699051,1426.759585738182,0.17701834440231323,batch,1426.759585738182,xl,True,True," As clubs spend record sums on players, they are increasingly turning to experts to help",5465.14404296875,full_gpu,0.0,1.0,xsum_000107,8702.125,calibration,summary,1426.759585738182
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,using tweets that one has replied or quoted to as contextual information,zai-org/LongBench,0.11321157217025757,1065.9111887216568,16451.88633725047,51.13493651151657,5.145426839590073,1071.6443583369255,0.14483928680419922,batch,1071.6443583369255,long,True,True, The document does not explicitly list specific additional features and context proposed beyond those already described,5017.04443359375,full_gpu,0.0,1.0,longbench_qasper_000003,8702.125,calibration,qa_long_context,1071.6443583369255
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Google has hired the creator of one of the web's most notorious forums - 4chan.,EdinburghNLP/xsum,0.1149587333202362,719.3654850125313,16451.88633725047,51.13493651151657,1.9066780805587769,721.8002714216709,0.09812414646148682,batch,721.8002714216709,medium,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4508.50537109375,full_gpu,0.0,1.0,xsum_000003,8702.125,calibration,summary,721.8002714216709
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",EdinburghNLP/xsum,0.09763240814208984,633.421279489994,16451.88633725047,51.13493651151657,0.7391758263111115,634.6786618232727,0.0932738184928894,batch,634.6786618232727,short,True,True, A man in his 30s with blonde hair and a scratch on his,4353.52099609375,full_gpu,0.0,1.0,xsum_000013,8702.125,calibration,summary,634.6786618232727
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,EdinburghNLP/xsum,0.10621175169944763,839.0121348202229,16451.88633725047,51.13493651151657,2.163480967283249,841.7320400476456,0.10101497173309326,batch,841.7320400476456,long,True,True, Barnsley striker Sam Bradshaw says he has learned a lot from watching comp,4572.63818359375,full_gpu,0.0,1.0,xsum_000019,8702.125,calibration,summary,841.7320400476456
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,EdinburghNLP/xsum,0.18590688705444336,1550.3867343068123,16451.88633725047,51.13493651151657,10.374177247285843,1561.530027538538,0.22973120212554932,batch,1561.530027538538,xl,True,True," The FIFA presidential election is set to take place on Friday, with a winner needing",5488.85107421875,full_gpu,0.0,1.0,xsum_000110,8702.125,calibration,summary,1561.530027538538
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",zai-org/LongBench,0.22897496819496155,3448.7181529402733,16393.047407269478,50.70285499095917,11.997759342193604,3461.465824395418,0.28050318360328674,batch,3461.465824395418,long,True,True," The following Facebook pages were looked at:

- FoxNews
- CNN
-",5016.22607421875,full_gpu,0.0,1.0,longbench_qasper_000004,8674.28125,calibration,qa_long_context,3461.465824395418
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,EdinburghNLP/xsum,0.11905655264854431,718.8938111066818,16393.047407269478,50.70285499095917,2.3652948439121246,721.7116951942444,0.11042878031730652,batch,721.7116951942444,medium,True,True, Barcelona's president Sandro Rosell has resigned following controversy over the transfer of Brazil,4506.72412109375,full_gpu,0.0,1.0,xsum_000006,8674.28125,calibration,summary,721.7116951942444
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,EdinburghNLP/xsum,0.11972710490226746,613.7703768908978,16393.047407269478,50.70285499095917,0.6793998181819916,614.8599572479725,0.08888542652130127,batch,614.8599572479725,short,True,True, Sri Lanka pace bowler Lasith Eranga has been suspended from international cricket after,4348.17724609375,full_gpu,0.0,1.0,xsum_000029,8674.28125,calibration,summary,614.8599572479725
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,EdinburghNLP/xsum,0.1147054135799408,822.5948736071587,16393.047407269478,50.70285499095917,2.8582029044628143,825.8975148200989,0.11193379759788513,batch,825.8975148200989,long,True,True," The aspen tree, a native species in Scotland, typically reproduces through suck",4609.45458984375,full_gpu,0.0,1.0,xsum_000027,8674.28125,calibration,summary,825.8975148200989
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Yes,zai-org/LongBench,0.11916086077690125,1077.7429528534412,16393.047407269478,50.70285499095917,5.508881062269211,1083.7226994335651,0.1420527696609497,batch,1083.7226994335651,long,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5024.10498046875,full_gpu,0.0,1.0,longbench_qasper_000005,8674.28125,calibration,qa_long_context,1083.7226994335651
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"Vanilla ST baseline, encoder pre-training, in which the ST encoder is initialized from an ASR model, decoder pre-training, in which the ST decoder is initialized from an MT model, encoder-decoder pre-training, where both the encoder and decoder are pre-trained, many-to-many multi-task model where the encoders and decoders are derived from pre-trained ASR and MT models, Triangle+pre-train: BIBREF18 DBLP:conf/naacl/AnastasopoulosC18 proposed a triangle multi-task strategy for speech translation",zai-org/LongBench,0.10381266474723816,1099.9720580875874,16393.047407269478,50.70285499095917,4.985593259334564,1105.4243333637714,0.1434721052646637,batch,1105.4243333637714,long,True,True, The baselines in the context refer to previous methods or models that the proposed T,5070.32177734375,full_gpu,0.0,1.0,longbench_qasper_000100,8674.28125,eval,qa_long_context,1105.4243333637714
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Everton winger Gerard Deulofeu has joined Italian side AC Milan on loan until the end of the season.,EdinburghNLP/xsum,0.10689720511436462,626.392375677824,16393.047407269478,50.70285499095917,0.7025822997093201,627.5341399013996,0.09189918637275696,batch,627.5341399013996,short,True,True, Everton midfielder Enric Gallego has signed a season-long loan deal with Serie,4355.30224609375,full_gpu,0.0,1.0,xsum_000150,8674.28125,eval,summary,627.5341399013996
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"McCormick, the American food flavourings business, has said it may increase its $700m (£494m) bid for the UK's Premier Foods.",EdinburghNLP/xsum,0.1006200909614563,810.938436537981,16393.047407269478,50.70285499095917,2.568855881690979,813.9558993279934,0.11181458830833435,batch,813.9558993279934,long,True,True, Shares in food company Premier Foods have risen after it emerged that US spice giant McCorm,4649.23974609375,full_gpu,0.0,1.0,xsum_000151,8674.28125,eval,summary,813.9558993279934
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"The policing of a major incident at a nightclub in which two students were killed in a crush was ""appropriate"", the police watchdog has said.",EdinburghNLP/xsum,0.12021511793136597,727.326262742281,16393.047407269478,50.70285499095917,1.6399100422859192,729.4166795909405,0.10289624333381653,batch,729.4166795909405,medium,True,True, Two women who died after a student disco in Northampton became overcrowded were not,4498.41162109375,full_gpu,0.0,1.0,xsum_000152,8674.28125,eval,summary,729.4166795909405
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Unanswerable,zai-org/LongBench,0.1060590147972107,1084.658034145832,16393.047407269478,50.70285499095917,4.710409790277481,1089.8464731872082,0.14584138989448547,batch,1089.8464731872082,long,True,True, The primary language studied in this paper is English. The paper discusses concepts and methodologies,4975.30517578125,full_gpu,0.0,1.0,longbench_qasper_000101,8674.28125,eval,qa_long_context,1089.8464731872082
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"A community worker has said scrambler motorcycles are a problem in west Belfast, as a woman remains in a critical condition after a collision.",EdinburghNLP/xsum,0.24791806936264038,2986.508049070835,16816.922202706337,50.34241080284119,6.832364946603775,2994.0557591617107,0.20807981491088867,batch,2994.0557591617107,short,True,True, Police investigating a fatal crash involving a scrambler motorcycle in Northern Ireland say two teenagers,4333.33349609375,full_gpu,0.0,1.0,xsum_000157,8652.0234375,eval,summary,2994.0557591617107
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A crowdfunded handset designed to help people disconnect from their smartphones is due to ship at the end of November after a series of setbacks.,EdinburghNLP/xsum,0.13594329357147217,869.419489055872,16816.922202706337,50.34241080284119,4.396703094244003,874.3064403533936,0.11783838272094727,batch,874.3064403533936,long,True,True," A US firm has apologised after its Kickstarter-funded ""light"" phone failed to",4629.44677734375,full_gpu,0.0,1.0,xsum_000153,8652.0234375,eval,summary,874.3064403533936
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A care worker at an NHS psychiatric unit has been charged with raping a young female patient.,EdinburghNLP/xsum,0.13485923409461975,645.7638069987297,16816.922202706337,50.34241080284119,1.058042049407959,647.2844071686268,0.09400397539138794,batch,647.2844071686268,medium,True,True, A nurse has been charged with attempted murder after a patient allegedly tried to stab him,4365.39990234375,full_gpu,0.0,1.0,xsum_000154,8652.0234375,eval,summary,647.2844071686268
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"linear SVM, bidirectional Long Short-Term-Memory (BiLSTM), Convolutional Neural Network (CNN)",zai-org/LongBench,0.1253373920917511,1088.0763866007328,16816.922202706337,50.34241080284119,6.260883063077927,1094.8402546346188,0.1461505889892578,batch,1094.8402546346188,long,True,True, The paper does not specify the models used in the experiment. It only describes the,5024.10498046875,full_gpu,0.0,1.0,longbench_qasper_000102,8652.0234375,eval,qa_long_context,1094.8402546346188
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,London Irish have parted company with assistant coach Richard Whiffin following Premiership relegation.,EdinburghNLP/xsum,0.12303516268730164,612.6578971743584,16816.922202706337,50.34241080284119,0.7037632167339325,613.8412095606327,0.09083747863769531,batch,613.8412095606327,short,True,True, Former England international Matt Whiffin has left London Irish after 13 years with,4331.55224609375,full_gpu,0.0,1.0,xsum_000167,8652.0234375,eval,summary,613.8412095606327
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A nine-year-old boy with muscular dystrophy has met with First Minister Nicola Sturgeon after he wrote to her campaigning for a new treatment.,EdinburghNLP/xsum,0.10899826884269714,748.8394938409328,16816.922202706337,50.34241080284119,2.366717904806137,751.6528852283955,0.10701268911361694,batch,751.6528852283955,long,True,True, The mother of a 14-year-old boy with a rare genetic disorder has,4554.23193359375,full_gpu,0.0,1.0,xsum_000158,8652.0234375,eval,summary,751.6528852283955
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Nigel Farage missed an appearance on BBC Question Time after getting caught in a traffic jam on the A1.,EdinburghNLP/xsum,0.13397261500358582,778.8389846682549,16816.922202706337,50.34241080284119,2.0126812160015106,781.3125774264336,0.10527670383453369,batch,781.3125774264336,medium,True,True, UKIP leader Nigel Farage has missed a live TV debate after getting stuck in traffic,4537.00927734375,full_gpu,0.0,1.0,xsum_000155,8652.0234375,eval,summary,781.3125774264336
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,No,zai-org/LongBench,0.11521577835083008,1086.9085304439068,16816.922202706337,50.34241080284119,5.4610781371593475,1092.8356498479843,0.15081092715263367,batch,1092.8356498479843,long,True,True, The provided context does not explicitly mention whether the answered questions measure for the usefulness of,5004.32177734375,full_gpu,0.0,1.0,longbench_qasper_000103,8652.0234375,eval,qa_long_context,1092.8356498479843
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A 15-year-old boy has been charged with attempted murder after two pupils were stabbed at a school in Dulwich.,EdinburghNLP/xsum,0.10867416858673096,615.6991682946682,16816.922202706337,50.34241080284119,0.6088986992835999,616.7122572660446,0.08830055594444275,batch,616.7122572660446,short,True,True, Two teenagers have been injured after a stabbing at a school in south London.,4334.62060546875,full_gpu,0.0,1.0,xsum_000174,8652.0234375,eval,summary,616.7122572660446
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Campaigners to leave the European Union have been badgering the government about the reliability of the official immigration statistics.,EdinburghNLP/xsum,0.10647624731063843,854.4819764792919,16816.922202706337,50.34241080284119,2.727895975112915,857.6665632426739,0.11385232210159302,batch,857.6665632426739,long,True,True, Nigel Farage thinks the official figures for EU migration to the UK are wrong because the,4681.89990234375,full_gpu,0.0,1.0,xsum_000160,8652.0234375,eval,summary,857.6665632426739
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Oscar winner Nicole Kidman says she still acts like she's 21 when it comes to acting roles.,EdinburghNLP/xsum,0.22541359066963196,3057.987827807665,16534.331507980824,50.964631140232086,7.767379283905029,3066.464316099882,0.23653730750083923,batch,3066.464316099882,medium,True,True, Nicole Kidman says she is still trying to act as if she is starting her,4546.50927734375,full_gpu,0.0,1.0,xsum_000156,8673.0625,eval,summary,3066.464316099882
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Pretrained word embeddings  were not used,zai-org/LongBench,0.11600181460380554,1122.3711669445038,16534.331507980824,50.964631140232086,6.849098950624466,1129.7368369996548,0.13221800327301025,batch,1129.7368369996548,long,True,True," The following pretrained word embeddings were used:

1. **200-dimensional Glo",5021.09130859375,full_gpu,0.0,1.0,longbench_qasper_000104,8673.0625,eval,qa_long_context,1129.7368369996548
