adapter,error,latency_ms,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,ttft_ms,length_bucket,split,task,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_error_type,extra_failure_stage,extra_family,extra_h2o_recent_size,extra_h2o_selected_size,extra_kivi_bits,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_quantization_triggered,extra_kivi_residual_length,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_stage_startup_ms,extra_stage_model_load_ms,extra_stage_tokenize_ms,extra_stage_transfer_ms,extra_stage_generate_ms,extra_stage_decode_ms,extra_stage_total_ms,extra_original_request_id,extra_profile_note,extra_reference,extra_repeat_index,extra_request_source,extra_returncode,extra_note,extra_strategy,extra_unsupported,extra_worker_mode,extra_vllm_cache_hits,extra_vllm_cache_misses,extra_vllm_cached_blocks,extra_vllm_evictions,extra_vllm_policy_time_ms,extra_vllm_eviction_decision_time_ms
full,,3336.1868001520634,True,True, Their model outperforms previous state-of-the-art methods by 68.,4962.69287109375,full_gpu,0.0,1.0,longbench_qasper_000002,8647.1796875,3336.1868001520634,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,17.39514246582985,0.26268884539604187,3318.0617168545723,0.2324432134628296,3336.1868001520634,,full/exact transformers smoke,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",,zai-org/LongBench,,,,,batch,,,,,,
full,,722.0846228301525,True,True, The Duchess of Cambridge is to feature on the cover of British Vogue's centenary,4480.59912109375,full_gpu,0.0,1.0,xsum_000002,8647.1796875,722.0846228301525,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,2.27554515004158,0.1008845865726471,719.3705886602402,0.12309849262237549,722.0846228301525,,full/exact transformers smoke,The Duchess of Cambridge will feature on the cover of British Vogue to mark the magazine's centenary.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,618.0596090853214,True,True, The Irish government has announced a new plan to tackle the country's high rate of,4309.57958984375,full_gpu,0.0,1.0,xsum_000011,8647.1796875,618.0596090853214,short,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,0.5065314471721649,0.08890777826309204,617.1278618276119,0.1283101737499237,618.0596090853214,,full/exact transformers smoke,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,841.9325426220894,True,True, A cafe in Georgia has accused neo-Nazis of attacking its premises and throwing,4628.45849609375,full_gpu,0.0,1.0,xsum_000017,8647.1796875,841.9325426220894,long,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,3.463864326477051,0.11082366108894348,838.0301780998707,0.1180209219455719,841.9325426220894,,full/exact transformers smoke,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1488.4604327380657,True,True," As clubs spend record sums on players, they are increasingly turning to experts to help",5465.14404296875,full_gpu,0.0,1.0,xsum_000107,8647.1796875,1488.4604327380657,xl,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,9.509153664112091,0.17506256699562073,1478.300180286169,0.12906640768051147,1488.4604327380657,,full/exact transformers smoke,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1061.8959330022335,True,True, The document does not explicitly list specific additional features and context proposed beyond those already described,5017.04443359375,full_gpu,0.0,1.0,longbench_qasper_000003,8647.1796875,1061.8959330022335,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,5.2984729409217834,0.14936178922653198,1056.0111179947853,0.12475252151489258,1061.8959330022335,,full/exact transformers smoke,using tweets that one has replied or quoted to as contextual information,,zai-org/LongBench,,,,,batch,,,,,,
full,,724.1179794073105,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4508.50537109375,full_gpu,0.0,1.0,xsum_000003,8647.1796875,724.1179794073105,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,2.141643315553665,0.10298937559127808,721.4484997093678,0.11447817087173462,724.1179794073105,,full/exact transformers smoke,Google has hired the creator of one of the web's most notorious forums - 4chan.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,622.2147382795811,True,True, A man in his 30s with blonde hair and a scratch on his,4353.52099609375,full_gpu,0.0,1.0,xsum_000013,8647.1796875,622.2147382795811,short,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,0.7396116852760315,0.08814409375190735,620.983075350523,0.1033097505569458,622.2147382795811,,full/exact transformers smoke,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,800.8821941912174,True,True, Barnsley striker Sam Bradshaw says he has learned a lot from watching comp,4572.63818359375,full_gpu,0.0,1.0,xsum_000019,8647.1796875,800.8821941912174,long,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,2.1479204297065735,0.09765103459358215,798.2364632189274,0.12597814202308655,800.8821941912174,,full/exact transformers smoke,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1493.8359260559082,True,True," The FIFA presidential election is set to take place on Friday, with a winner needing",5488.85107421875,full_gpu,0.0,1.0,xsum_000110,8647.1796875,1493.8359260559082,xl,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.84611102938652,16423.427172005177,8.916929364204407,0.18972903490066528,1484.2614457011223,0.12481212615966797,1493.8359260559082,,full/exact transformers smoke,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,3312.1826201677322,True,True," The following Facebook pages were looked at:

- FoxNews
- CNN
-",5016.22607421875,full_gpu,0.0,1.0,longbench_qasper_000004,8678.09375,3312.1826201677322,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,18.860910087823868,0.25166571140289307,3292.638547718525,0.19599124789237976,3312.1826201677322,,full/exact transformers smoke,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",,zai-org/LongBench,,,,,batch,,,,,,
full,,696.2614767253399,True,True, Barcelona's president Sandro Rosell has resigned following controversy over the transfer of Brazil,4506.72412109375,full_gpu,0.0,1.0,xsum_000006,8678.09375,696.2614767253399,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,2.205289900302887,0.1131296157836914,693.5879252851009,0.12720748782157898,696.2614767253399,,full/exact transformers smoke,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,636.8907690048218,True,True, Sri Lanka pace bowler Lasith Eranga has been suspended from international cricket after,4348.17724609375,full_gpu,0.0,1.0,xsum_000029,8678.09375,636.8907690048218,short,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,0.777021050453186,0.0879243016242981,635.6504708528519,0.1391284167766571,636.8907690048218,,full/exact transformers smoke,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,822.0848105847836,True,True," The aspen tree, a native species in Scotland, typically reproduces through suck",4609.45458984375,full_gpu,0.0,1.0,xsum_000027,8678.09375,822.0848105847836,long,calibration,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,3.4904293715953827,0.13533607125282288,818.1391917169094,0.11990591883659363,822.0848105847836,,full/exact transformers smoke,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1115.452017635107,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5024.10498046875,full_gpu,0.0,1.0,longbench_qasper_000005,8678.09375,1115.452017635107,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,5.538526922464371,0.16482919454574585,1109.3511432409286,0.13453885912895203,1115.452017635107,,full/exact transformers smoke,Yes,,zai-org/LongBench,,,,,batch,,,,,,
full,,1131.511501967907,True,True, The baselines in the context refer to previous methods or models that the proposed T,5070.32177734375,full_gpu,0.0,1.0,longbench_qasper_000100,8678.09375,1131.511501967907,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,6.735127419233322,0.1714937388896942,1124.2584325373173,0.13083592057228088,1131.511501967907,,full/exact transformers smoke,"Vanilla ST baseline, encoder pre-training, in which the ST encoder is initialized from an ASR model, decoder pre-training, in which the ST decoder is initialized from an MT model, encoder-decoder pre-training, where both the encoder and decoder are pre-trained, many-to-many multi-task model where the encoders and decoders are derived from pre-trained ASR and MT models, Triangle+pre-train: BIBREF18 DBLP:conf/naacl/AnastasopoulosC18 proposed a triangle multi-task strategy for speech translation",,zai-org/LongBench,,,,,batch,,,,,,
full,,658.6389355361462,True,True, Everton midfielder Enric Gallego has signed a season-long loan deal with Serie,4355.30224609375,full_gpu,0.0,1.0,xsum_000150,8678.09375,658.6389355361462,short,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,0.9374022483825684,0.10033324360847473,657.1979261934757,0.13910606503486633,658.6389355361462,,full/exact transformers smoke,Everton winger Gerard Deulofeu has joined Italian side AC Milan on loan until the end of the season.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,876.096673309803,True,True, Shares in food company Premier Foods have risen after it emerged that US spice giant McCorm,4649.23974609375,full_gpu,0.0,1.0,xsum_000151,8678.09375,876.096673309803,long,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,3.8149356842041016,0.13696402311325073,871.6832809150219,0.1352168619632721,876.096673309803,,full/exact transformers smoke,"McCormick, the American food flavourings business, has said it may increase its $700m (£494m) bid for the UK's Premier Foods.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,726.1834591627121,True,True, Two women who died after a student disco in Northampton became overcrowded were not,4498.41162109375,full_gpu,0.0,1.0,xsum_000152,8678.09375,726.1834591627121,medium,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,2.507593482732773,0.139676034450531,723.1910601258278,0.1224316656589508,726.1834591627121,,full/exact transformers smoke,"The policing of a major incident at a nightclub in which two students were killed in a crush was ""appropriate"", the police watchdog has said.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1121.4199401438236,True,True, The primary language studied in this paper is English. The paper discusses concepts and methodologies,4975.30517578125,full_gpu,0.0,1.0,longbench_qasper_000101,8678.09375,1121.4199401438236,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.90039360523224,16954.98861745,5.401000380516052,0.1652650535106659,1115.4296845197678,0.1352056860923767,1121.4199401438236,,full/exact transformers smoke,Unanswerable,,zai-org/LongBench,,,,,batch,,,,,,
full,,2966.0728089511395,True,True, Police investigating a fatal crash involving a scrambler motorcycle in Northern Ireland say two teenagers,4333.33349609375,full_gpu,0.0,1.0,xsum_000157,8629.8984375,2966.0728089511395,short,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,7.298965007066727,0.2424083650112152,2958.0232463777065,0.24598464369773865,2966.0728089511395,,full/exact transformers smoke,"A community worker has said scrambler motorcycles are a problem in west Belfast, as a woman remains in a critical condition after a collision.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,871.4117333292961,True,True," A US firm has apologised after its Kickstarter-funded ""light"" phone failed to",4629.44677734375,full_gpu,0.0,1.0,xsum_000153,8629.8984375,871.4117333292961,long,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,4.479415714740753,0.1231953501701355,866.4515949785709,0.12373924255371094,871.4117333292961,,full/exact transformers smoke,A crowdfunded handset designed to help people disconnect from their smartphones is due to ship at the end of November after a series of setbacks.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,643.1821174919605,True,True, A nurse has been charged with attempted murder after a patient allegedly tried to stab him,4365.39990234375,full_gpu,0.0,1.0,xsum_000154,8629.8984375,643.1821174919605,medium,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,1.0094866156578064,0.09019672870635986,641.7760103940964,0.11618435382843018,643.1821174919605,,full/exact transformers smoke,A care worker at an NHS psychiatric unit has been charged with raping a young female patient.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1117.8969368338585,True,True, The paper does not specify the models used in the experiment. It only describes the,5024.10498046875,full_gpu,0.0,1.0,longbench_qasper_000102,8629.8984375,1117.8969368338585,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,5.920927971601486,0.13699382543563843,1111.4752665162086,0.12717768549919128,1117.8969368338585,,full/exact transformers smoke,"linear SVM, bidirectional Long Short-Term-Memory (BiLSTM), Convolutional Neural Network (CNN)",,zai-org/LongBench,,,,,batch,,,,,,
full,,610.4958839714527,True,True, Former England international Matt Whiffin has left London Irish after 13 years with,4331.55224609375,full_gpu,0.0,1.0,xsum_000167,8629.8984375,610.4958839714527,short,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,0.7303580641746521,0.09227544069290161,609.3114838004112,0.12657791376113892,610.4958839714527,,full/exact transformers smoke,London Irish have parted company with assistant coach Richard Whiffin following Premiership relegation.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,759.2046409845352,True,True, The mother of a 14-year-old boy with a rare genetic disorder has,4554.23193359375,full_gpu,0.0,1.0,xsum_000158,8629.8984375,759.2046409845352,long,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,2.404693514108658,0.10609254240989685,756.3675120472908,0.11230632662773132,759.2046409845352,,full/exact transformers smoke,A nine-year-old boy with muscular dystrophy has met with First Minister Nicola Sturgeon after he wrote to her campaigning for a new treatment.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,765.9331373870373,True,True, UKIP leader Nigel Farage has missed a live TV debate after getting stuck in traffic,4537.00927734375,full_gpu,0.0,1.0,xsum_000155,8629.8984375,765.9331373870373,medium,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,1.9918493926525116,0.1035444438457489,763.5463327169418,0.10558962821960449,765.9331373870373,,full/exact transformers smoke,Nigel Farage missed an appearance on BBC Question Time after getting caught in a traffic jam on the A1.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1061.31249666214,True,True, The provided context does not explicitly mention whether the answered questions measure for the usefulness of,5004.32177734375,full_gpu,0.0,1.0,longbench_qasper_000103,8629.8984375,1061.31249666214,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,5.012381821870804,0.14157220721244812,1055.8442063629627,0.11913105845451355,1061.31249666214,,full/exact transformers smoke,No,,zai-org/LongBench,,,,,batch,,,,,,
full,,576.697301119566,True,True, Two teenagers have been injured after a stabbing at a school in south London.,4334.62060546875,full_gpu,0.0,1.0,xsum_000174,8629.8984375,576.697301119566,short,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,0.6460733711719513,0.08415058255195618,575.6452903151512,0.1097656786441803,576.697301119566,,full/exact transformers smoke,A 15-year-old boy has been charged with attempted murder after two pupils were stabbed at a school in Dulwich.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,834.6892707049847,True,True, Nigel Farage thinks the official figures for EU migration to the UK are wrong because the,4681.89990234375,full_gpu,0.0,1.0,xsum_000160,8629.8984375,834.6892707049847,long,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,50.819117575883865,17189.594361931086,2.742309123277664,0.11163204908370972,831.4840495586395,0.10795891284942627,834.6892707049847,,full/exact transformers smoke,Campaigners to leave the European Union have been badgering the government about the reliability of the official immigration statistics.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,3060.94042211771,True,True, Nicole Kidman says she is still trying to act as if she is starting her,4546.50927734375,full_gpu,0.0,1.0,xsum_000156,8655.75,3060.94042211771,medium,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,12.149810791015625,0.22631511092185974,3048.0772629380226,0.2263970673084259,3060.94042211771,,full/exact transformers smoke,Oscar winner Nicole Kidman says she still acts like she's 21 when it comes to acting roles.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1121.9903603196144,True,True," The following pretrained word embeddings were used:

1. **200-dimensional Glo",5021.09130859375,full_gpu,0.0,1.0,longbench_qasper_000104,8655.75,1121.9903603196144,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,6.912741810083389,0.1471787691116333,1114.5689487457275,0.12391805648803711,1121.9903603196144,,full/exact transformers smoke,Pretrained word embeddings  were not used,,zai-org/LongBench,,,,,batch,,,,,,
