adapter,error,latency_ms,measured,ok,output_text,peak_memory_mib,kv_cache_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,ttft_ms,length_bucket,split,task,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_error_type,extra_failure_stage,extra_family,extra_h2o_recent_size,extra_h2o_selected_size,extra_h2o_kept_tokens,extra_h2o_cache_budget,extra_h2o_prompt_tokens,extra_kivi_bits,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_quantization_triggered,extra_kivi_residual_length,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_stage_startup_ms,extra_stage_model_load_ms,extra_stage_tokenize_ms,extra_stage_transfer_ms,extra_stage_generate_ms,extra_stage_decode_ms,extra_stage_prefill_ms,extra_stage_first_token_ms,extra_stage_total_ms,extra_original_request_id,extra_profile_note,extra_reference,extra_repeat_index,extra_request_source,extra_returncode,extra_note,extra_strategy,extra_ttft_semantics,extra_unsupported,extra_worker_mode,extra_vllm_cache_hits,extra_vllm_cache_misses,extra_vllm_cached_blocks,extra_vllm_evictions,extra_vllm_policy_time_ms,extra_vllm_eviction_decision_time_ms
full,,732.256393879652,True,True, Sri Lanka pace bowler Lasith Eranga has been suspended from international cricket after,4350.05810546875,6.78125,full_gpu,0.0,1.0,xsum_000029,8649.8359375,73.91870394349098,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,0.7045231759548187,0.09951367974281311,730.9680990874767,0.0,73.0142630636692,73.91870394349098,732.256393879652,,full/exact transformers smoke,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,955.0214670598507,True,True," The aspen tree, a native of Scotland, usually reproduces by sending up",4623.83349609375,30.84375,full_gpu,0.0,1.0,xsum_000027,8649.8359375,303.4897670149803,long,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,3.4070946276187897,0.11418014764785767,951.0524794459343,0.0,299.7795306146145,303.4897670149803,955.0214670598507,,full/exact transformers smoke,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1201.1163905262947,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5058.56201171875,68.6875,full_gpu,0.0,1.0,longbench_qasper_000005,8649.8359375,542.0051105320454,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,6.324891000986099,0.15242770314216614,1194.1794753074646,0.0,535.3867970407009,542.0051105320454,1201.1163905262947,,full/exact transformers smoke,Yes,,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,862.4831140041351,True,True, London schools would have to make huge savings if a government plan to equalise school,4516.81494140625,21.3828125,full_gpu,0.0,1.0,xsum_000007,8649.8359375,164.89076986908913,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,1.8784664571285248,0.12394413352012634,860.0338064134121,0.0,162.76509687304497,164.89076986908913,862.4831140041351,,full/exact transformers smoke,"About 70% of London schools could face budget cuts under government plans to change how they are funded, according to London Councils.",,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,752.9599294066429,True,True, League One side Leeds United have signed West Ham United midfielder Sam Lee on a three,4350.67919921875,6.8359375,full_gpu,0.0,1.0,xsum_000032,8649.8359375,73.21647182106972,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,0.7431171834468842,0.10197237133979797,751.7082095146179,0.0,72.26606830954552,73.21647182106972,752.9599294066429,,full/exact transformers smoke,Barnsley have signed striker Elliot Lee from Premier League club West Ham United for an undisclosed fee.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,917.3239395022392,True,True," Islamic State (IS) militants have launched a new offensive on Kobane, a",4601.35791015625,28.8203125,full_gpu,0.0,1.0,xsum_000031,8649.8359375,265.304509550333,long,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,2.2142119705677032,0.11318549513816833,914.5214632153511,0.0,262.8244273364544,265.304509550333,917.3239395022392,,full/exact transformers smoke,"Islamic State (IS) militants have killed more than 120 civilians since launching a fresh attack on the Syrian border town of Kobane, activists say.",,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1227.609820663929,True,True, The document proposes an evaluation protocol and baseline for the concept-map-based MDS task,5037.87646484375,66.828125,full_gpu,0.0,1.0,longbench_qasper_000006,8649.8359375,585.6875069439411,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,4.949044436216354,0.14299526810646057,1222.0309227705002,0.0,580.4642625153065,585.6875069439411,1227.609820663929,,full/exact transformers smoke,"Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2",,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,805.9582896530628,True,True, Surrey opener Jason Roy hit his second century of the week as his side reached ,4447.71044921875,15.2578125,full_gpu,0.0,1.0,xsum_000008,8649.8359375,155.64784035086632,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,1.909743994474411,0.11553242802619934,803.5102225840092,0.0,153.4564569592476,155.64784035086632,805.9582896530628,,full/exact transformers smoke,Jason Roy continued his fine form with a second century in six days as Surrey made a strong start with the bat against Middlesex at Lord's.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,2931.1871640384197,True,True, A man from Northern Ireland who was working in the United Arab Emirates has been killed,4320.90380859375,4.2109375,full_gpu,0.0,1.0,xsum_000033,8690.61328125,2368.9431361854076,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,6.554912775754929,0.23186206817626953,2923.679381608963,0.0,2361.918780952692,2368.9431361854076,2931.1871640384197,,full/exact transformers smoke,A man has been arrested by police in Bahrain in connection with the death of former BBC journalist and News Letter editor Austin Hunter.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,950.36481320858,True,True, Police have seized illegal drugs from school premises in England and Wales more than 2,4702.06201171875,37.734375,full_gpu,0.0,1.0,xsum_000039,8690.61328125,361.888624727726,long,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,7.699362933635712,0.13352185487747192,941.9916532933712,0.0,353.93083840608597,361.888624727726,950.36481320858,,full/exact transformers smoke,"Hundreds of schoolchildren, among them a pupil of only eight, have been caught with drugs on school premises, new figures reveal.",,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1081.598650664091,True,True, The proposed approach was evaluated on three single-document news summarization datasets that represent different,5012.26513671875,64.3671875,full_gpu,0.0,1.0,longbench_qasper_000007,8690.61328125,522.819522768259,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,6.59971684217453,0.13724714517593384,1074.3437260389328,0.0,515.8943980932236,522.819522768259,1081.598650664091,,full/exact transformers smoke,"CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum",,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,738.023828715086,True,True," The outgoing Police and Crime Commissioner for Kent, Ann Barnes, has said her time",4506.02490234375,20.5078125,full_gpu,0.0,1.0,xsum_000012,8690.61328125,165.71323201060295,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,2.1851062774658203,0.10662898421287537,735.1665571331978,0.0,163.3051298558712,165.71323201060295,738.023828715086,,full/exact transformers smoke,Kent's outgoing high-profile police and crime commissioner (PCC) has said she is proud of her achievements four years after being elected.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,648.1670439243317,True,True, A motorbike rider and a car driver have died after a collision in Wilt,4346.33154296875,6.453125,full_gpu,0.0,1.0,xsum_000049,8690.61328125,67.171610891819,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,0.878896564245224,0.09742751717567444,646.7103213071823,0.0,66.08891114592552,67.171610891819,648.1670439243317,,full/exact transformers smoke,A motorcyclist and a car driver have been killed in a crash on the A36 near Warminster.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1146.6800309717655,True,True, A landmark ruling has seen 18 men banned from meeting each other and entering,5054.84130859375,68.3046875,full_gpu,0.0,1.0,xsum_000041,8690.61328125,580.6658789515495,long,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,5.569338798522949,0.16597285866737366,1140.3297744691372,0.0,574.7412219643593,580.6658789515495,1146.6800309717655,,full/exact transformers smoke,Two rival criminal groups have been hit with what police describe as the largest ever gang injunction.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1078.1566426157951,True,True, This approach compares favorably to other word sense disambiguation (WSD,5028.69873046875,65.953125,full_gpu,0.0,1.0,longbench_qasper_000008,8690.61328125,524.2046937346458,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,5.154501646757126,0.15063583850860596,1072.3339579999447,0.0,518.7279209494591,524.2046937346458,1078.1566426157951,,full/exact transformers smoke,GM$\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.,,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,712.1929824352264,True,True, Newport County have sold goalkeeper Rhys Taylor to Wrexham for an undisclosed fee,4445.28076171875,15.0390625,full_gpu,0.0,1.0,xsum_000014,8690.61328125,150.0956229865551,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,1.642514020204544,0.12462586164474487,709.8590061068535,0.0,148.2171043753624,150.0956229865551,712.1929824352264,,full/exact transformers smoke,Newport County goalkeeper Rhys Taylor has joined Wrexham on loan until January.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,602.1738760173321,True,True, Exeter Chiefs have signed Cornish Pirates prop Jack Simmonds on a two-year,4330.18310546875,5.03125,full_gpu,0.0,1.0,xsum_000054,8690.61328125,62.51881644129753,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,44.903308153152466,17182.580705732107,0.7746480405330658,0.10292977094650269,600.7955633103848,0.0,61.53132766485214,62.51881644129753,602.1738760173321,,full/exact transformers smoke,Exeter Chiefs forward Sam Simmonds has signed a new two-year deal with the Premiership club.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
