request_id,session_id,turn_index,arrival_index,task,prompt,reference,history_turns,split,original_request_id,original_session_id,pressure_round,pressure_copy,pressure_budget_mib
qa-session-001-turn2__pressure_r1_c1,qa-session-001__pressure_r1_c1,2,10,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 19 crates into two equal batches while keeping August 13 and destination checkpoint-3 unchanged.,"[""User: Context: Team Borealis can ship exactly 19 crates on August 13. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 19 crates on August 13 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 13; the destination checkpoint-3 cannot change.""]",calibration,qa-session-001-turn2,qa-session-001,1,1,26.0
qa-session-001-turn2__pressure_r1_c2,qa-session-001__pressure_r1_c2,2,11,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 19 crates into two equal batches while keeping August 13 and destination checkpoint-3 unchanged.,"[""User: Context: Team Borealis can ship exactly 19 crates on August 13. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 19 crates on August 13 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 13; the destination checkpoint-3 cannot change.""]",calibration,qa-session-001-turn2,qa-session-001,1,2,26.0
qa-session-002-turn0__pressure_r1_c1,qa-session-002__pressure_r1_c1,0,12,qa,"Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Cinder ships 20 crates on August 14 to relay-5.,[],eval,qa-session-002-turn0,qa-session-002,1,1,26.0
qa-session-002-turn0__pressure_r1_c2,qa-session-002__pressure_r1_c2,0,13,qa,"Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Cinder ships 20 crates on August 14 to relay-5.,[],eval,qa-session-002-turn0,qa-session-002,1,2,26.0
qa-session-002-turn1__pressure_r1_c1,qa-session-002__pressure_r1_c1,1,14,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 14; the destination relay-5 cannot change.,"[""User: Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 20 crates on August 14 to relay-5.""]",calibration,qa-session-002-turn1,qa-session-002,1,1,26.0
qa-session-002-turn1__pressure_r1_c2,qa-session-002__pressure_r1_c2,1,15,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 14; the destination relay-5 cannot change.,"[""User: Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 20 crates on August 14 to relay-5.""]",calibration,qa-session-002-turn1,qa-session-002,1,2,26.0
qa-session-002-turn2__pressure_r1_c1,qa-session-002__pressure_r1_c1,2,16,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 20 crates into two equal batches while keeping August 14 and destination relay-5 unchanged.,"[""User: Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 20 crates on August 14 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 14; the destination relay-5 cannot change.""]",calibration,qa-session-002-turn2,qa-session-002,1,1,26.0
qa-session-002-turn2__pressure_r1_c2,qa-session-002__pressure_r1_c2,2,17,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 20 crates into two equal batches while keeping August 14 and destination relay-5 unchanged.,"[""User: Context: Team Cinder can ship exactly 20 crates on August 14. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 20 crates on August 14 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 14; the destination relay-5 cannot change.""]",calibration,qa-session-002-turn2,qa-session-002,1,2,26.0
qa-session-003-turn0__pressure_r1_c1,qa-session-003__pressure_r1_c1,0,18,qa,"Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Delta ships 21 crates on August 15 to depot-2.,[],eval,qa-session-003-turn0,qa-session-003,1,1,26.0
qa-session-003-turn0__pressure_r1_c2,qa-session-003__pressure_r1_c2,0,19,qa,"Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Delta ships 21 crates on August 15 to depot-2.,[],eval,qa-session-003-turn0,qa-session-003,1,2,26.0
qa-session-003-turn1__pressure_r1_c1,qa-session-003__pressure_r1_c1,1,20,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 15; the destination depot-2 cannot change.,"[""User: Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 21 crates on August 15 to depot-2.""]",calibration,qa-session-003-turn1,qa-session-003,1,1,26.0
qa-session-003-turn1__pressure_r1_c2,qa-session-003__pressure_r1_c2,1,21,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 15; the destination depot-2 cannot change.,"[""User: Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 21 crates on August 15 to depot-2.""]",calibration,qa-session-003-turn1,qa-session-003,1,2,26.0
qa-session-003-turn2__pressure_r1_c1,qa-session-003__pressure_r1_c1,2,22,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 21 crates into two equal batches while keeping August 15 and destination depot-2 unchanged.,"[""User: Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 21 crates on August 15 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 15; the destination depot-2 cannot change.""]",calibration,qa-session-003-turn2,qa-session-003,1,1,26.0
qa-session-003-turn2__pressure_r1_c2,qa-session-003__pressure_r1_c2,2,23,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 21 crates into two equal batches while keeping August 15 and destination depot-2 unchanged.,"[""User: Context: Team Delta can ship exactly 21 crates on August 15. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 21 crates on August 15 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 15; the destination depot-2 cannot change.""]",calibration,qa-session-003-turn2,qa-session-003,1,2,26.0
qa-session-004-turn0__pressure_r1_c1,qa-session-004__pressure_r1_c1,0,24,qa,"Context: Team Atlas can ship exactly 22 crates on August 16. The destination must remain warehouse-7. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Atlas ships 22 crates on August 16 to warehouse-7.,[],calibration,qa-session-004-turn0,qa-session-004,1,1,26.0
qa-session-004-turn0__pressure_r1_c2,qa-session-004__pressure_r1_c2,0,25,qa,"Context: Team Atlas can ship exactly 22 crates on August 16. The destination must remain warehouse-7. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Atlas ships 22 crates on August 16 to warehouse-7.,[],calibration,qa-session-004-turn0,qa-session-004,1,2,26.0
qa-session-004-turn1__pressure_r1_c1,qa-session-004__pressure_r1_c1,1,26,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 16; the destination warehouse-7 cannot change.,"[""User: Context: Team Atlas can ship exactly 22 crates on August 16. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 22 crates on August 16 to warehouse-7.""]",eval,qa-session-004-turn1,qa-session-004,1,1,26.0
qa-session-004-turn1__pressure_r1_c2,qa-session-004__pressure_r1_c2,1,27,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 16; the destination warehouse-7 cannot change.,"[""User: Context: Team Atlas can ship exactly 22 crates on August 16. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 22 crates on August 16 to warehouse-7.""]",eval,qa-session-004-turn1,qa-session-004,1,2,26.0
qa-session-004-turn2__pressure_r1_c1,qa-session-004__pressure_r1_c1,2,28,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 22 crates into two equal batches while keeping August 16 and destination warehouse-7 unchanged.,"[""User: Context: Team Atlas can ship exactly 22 crates on August 16. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 22 crates on August 16 to warehouse-7."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 16; the destination warehouse-7 cannot change.""]",calibration,qa-session-004-turn2,qa-session-004,1,1,26.0
qa-session-004-turn2__pressure_r1_c2,qa-session-004__pressure_r1_c2,2,29,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 22 crates into two equal batches while keeping August 16 and destination warehouse-7 unchanged.,"[""User: Context: Team Atlas can ship exactly 22 crates on August 16. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 22 crates on August 16 to warehouse-7."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 16; the destination warehouse-7 cannot change.""]",calibration,qa-session-004-turn2,qa-session-004,1,2,26.0
qa-session-005-turn0__pressure_r1_c1,qa-session-005__pressure_r1_c1,0,30,qa,"Context: Team Borealis can ship exactly 23 crates on August 17. The destination must remain checkpoint-3. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Borealis ships 23 crates on August 17 to checkpoint-3.,[],calibration,qa-session-005-turn0,qa-session-005,1,1,26.0
qa-session-005-turn0__pressure_r1_c2,qa-session-005__pressure_r1_c2,0,31,qa,"Context: Team Borealis can ship exactly 23 crates on August 17. The destination must remain checkpoint-3. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Borealis ships 23 crates on August 17 to checkpoint-3.,[],calibration,qa-session-005-turn0,qa-session-005,1,2,26.0
qa-session-005-turn1__pressure_r1_c1,qa-session-005__pressure_r1_c1,1,32,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 17; the destination checkpoint-3 cannot change.,"[""User: Context: Team Borealis can ship exactly 23 crates on August 17. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 23 crates on August 17 to checkpoint-3.""]",eval,qa-session-005-turn1,qa-session-005,1,1,26.0
qa-session-005-turn1__pressure_r1_c2,qa-session-005__pressure_r1_c2,1,33,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 17; the destination checkpoint-3 cannot change.,"[""User: Context: Team Borealis can ship exactly 23 crates on August 17. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 23 crates on August 17 to checkpoint-3.""]",eval,qa-session-005-turn1,qa-session-005,1,2,26.0
qa-session-005-turn2__pressure_r1_c1,qa-session-005__pressure_r1_c1,2,34,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 23 crates into two equal batches while keeping August 17 and destination checkpoint-3 unchanged.,"[""User: Context: Team Borealis can ship exactly 23 crates on August 17. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 23 crates on August 17 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 17; the destination checkpoint-3 cannot change.""]",calibration,qa-session-005-turn2,qa-session-005,1,1,26.0
qa-session-005-turn2__pressure_r1_c2,qa-session-005__pressure_r1_c2,2,35,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 23 crates into two equal batches while keeping August 17 and destination checkpoint-3 unchanged.,"[""User: Context: Team Borealis can ship exactly 23 crates on August 17. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 23 crates on August 17 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 17; the destination checkpoint-3 cannot change.""]",calibration,qa-session-005-turn2,qa-session-005,1,2,26.0
qa-session-006-turn0__pressure_r1_c1,qa-session-006__pressure_r1_c1,0,36,qa,"Context: Team Cinder can ship exactly 24 crates on August 18. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Cinder ships 24 crates on August 18 to relay-5.,[],eval,qa-session-006-turn0,qa-session-006,1,1,26.0
qa-session-006-turn0__pressure_r1_c2,qa-session-006__pressure_r1_c2,0,37,qa,"Context: Team Cinder can ship exactly 24 crates on August 18. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Cinder ships 24 crates on August 18 to relay-5.,[],eval,qa-session-006-turn0,qa-session-006,1,2,26.0
qa-session-006-turn1__pressure_r1_c1,qa-session-006__pressure_r1_c1,1,38,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 18; the destination relay-5 cannot change.,"[""User: Context: Team Cinder can ship exactly 24 crates on August 18. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 24 crates on August 18 to relay-5.""]",calibration,qa-session-006-turn1,qa-session-006,1,1,26.0
qa-session-006-turn1__pressure_r1_c2,qa-session-006__pressure_r1_c2,1,39,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 18; the destination relay-5 cannot change.,"[""User: Context: Team Cinder can ship exactly 24 crates on August 18. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 24 crates on August 18 to relay-5.""]",calibration,qa-session-006-turn1,qa-session-006,1,2,26.0
qa-session-006-turn2__pressure_r1_c1,qa-session-006__pressure_r1_c1,2,40,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 24 crates into two equal batches while keeping August 18 and destination relay-5 unchanged.,"[""User: Context: Team Cinder can ship exactly 24 crates on August 18. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 24 crates on August 18 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 18; the destination relay-5 cannot change.""]",eval,qa-session-006-turn2,qa-session-006,1,1,26.0
qa-session-006-turn2__pressure_r1_c2,qa-session-006__pressure_r1_c2,2,41,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 24 crates into two equal batches while keeping August 18 and destination relay-5 unchanged.,"[""User: Context: Team Cinder can ship exactly 24 crates on August 18. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 24 crates on August 18 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 18; the destination relay-5 cannot change.""]",eval,qa-session-006-turn2,qa-session-006,1,2,26.0
qa-session-007-turn0__pressure_r1_c1,qa-session-007__pressure_r1_c1,0,42,qa,"Context: Team Delta can ship exactly 25 crates on August 12. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Delta ships 25 crates on August 12 to depot-2.,[],eval,qa-session-007-turn0,qa-session-007,1,1,26.0
qa-session-007-turn0__pressure_r1_c2,qa-session-007__pressure_r1_c2,0,43,qa,"Context: Team Delta can ship exactly 25 crates on August 12. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Delta ships 25 crates on August 12 to depot-2.,[],eval,qa-session-007-turn0,qa-session-007,1,2,26.0
qa-session-007-turn1__pressure_r1_c1,qa-session-007__pressure_r1_c1,1,44,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 12; the destination depot-2 cannot change.,"[""User: Context: Team Delta can ship exactly 25 crates on August 12. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 25 crates on August 12 to depot-2.""]",calibration,qa-session-007-turn1,qa-session-007,1,1,26.0
qa-session-007-turn1__pressure_r1_c2,qa-session-007__pressure_r1_c2,1,45,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 12; the destination depot-2 cannot change.,"[""User: Context: Team Delta can ship exactly 25 crates on August 12. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 25 crates on August 12 to depot-2.""]",calibration,qa-session-007-turn1,qa-session-007,1,2,26.0
qa-session-007-turn2__pressure_r1_c1,qa-session-007__pressure_r1_c1,2,46,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 25 crates into two equal batches while keeping August 12 and destination depot-2 unchanged.,"[""User: Context: Team Delta can ship exactly 25 crates on August 12. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 25 crates on August 12 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 12; the destination depot-2 cannot change.""]",eval,qa-session-007-turn2,qa-session-007,1,1,26.0
qa-session-007-turn2__pressure_r1_c2,qa-session-007__pressure_r1_c2,2,47,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 25 crates into two equal batches while keeping August 12 and destination depot-2 unchanged.,"[""User: Context: Team Delta can ship exactly 25 crates on August 12. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 25 crates on August 12 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 12; the destination depot-2 cannot change.""]",eval,qa-session-007-turn2,qa-session-007,1,2,26.0
qa-session-008-turn0__pressure_r1_c1,qa-session-008__pressure_r1_c1,0,48,qa,"Context: Team Atlas can ship exactly 26 crates on August 13. The destination must remain warehouse-7. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Atlas ships 26 crates on August 13 to warehouse-7.,[],calibration,qa-session-008-turn0,qa-session-008,1,1,26.0
qa-session-008-turn0__pressure_r1_c2,qa-session-008__pressure_r1_c2,0,49,qa,"Context: Team Atlas can ship exactly 26 crates on August 13. The destination must remain warehouse-7. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Atlas ships 26 crates on August 13 to warehouse-7.,[],calibration,qa-session-008-turn0,qa-session-008,1,2,26.0
qa-session-008-turn1__pressure_r1_c1,qa-session-008__pressure_r1_c1,1,50,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 13; the destination warehouse-7 cannot change.,"[""User: Context: Team Atlas can ship exactly 26 crates on August 13. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 26 crates on August 13 to warehouse-7.""]",calibration,qa-session-008-turn1,qa-session-008,1,1,26.0
qa-session-008-turn1__pressure_r1_c2,qa-session-008__pressure_r1_c2,1,51,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 13; the destination warehouse-7 cannot change.,"[""User: Context: Team Atlas can ship exactly 26 crates on August 13. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 26 crates on August 13 to warehouse-7.""]",calibration,qa-session-008-turn1,qa-session-008,1,2,26.0
qa-session-008-turn2__pressure_r1_c1,qa-session-008__pressure_r1_c1,2,52,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 26 crates into two equal batches while keeping August 13 and destination warehouse-7 unchanged.,"[""User: Context: Team Atlas can ship exactly 26 crates on August 13. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 26 crates on August 13 to warehouse-7."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 13; the destination warehouse-7 cannot change.""]",eval,qa-session-008-turn2,qa-session-008,1,1,26.0
qa-session-008-turn2__pressure_r1_c2,qa-session-008__pressure_r1_c2,2,53,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 26 crates into two equal batches while keeping August 13 and destination warehouse-7 unchanged.,"[""User: Context: Team Atlas can ship exactly 26 crates on August 13. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 26 crates on August 13 to warehouse-7."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 13; the destination warehouse-7 cannot change.""]",eval,qa-session-008-turn2,qa-session-008,1,2,26.0
