adapter,error,extra_builtin_request_fallback,extra_family,extra_note,extra_request_source,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,split,task,ttft_ms
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.72,short,False,True,How much data is needed to train the task-specific encoder?,0.115234375,full_gpu,,,longbench_qasper_000032,0.115234375,calibration,qa_long_context,4.72
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.8000000000000003,short,False,True,What tasks are used for evaluation?,0.068359375,full_gpu,,,longbench_qasper_000033,0.068359375,calibration,qa_long_context,2.8000000000000003
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.44,short,False,True,What is the improvement in performance for Estonian in the NER task?,0.1328125,full_gpu,,,longbench_qasper_000034,0.1328125,calibration,qa_long_context,5.44
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.32,short,False,True,What background do they have?,0.056640625,full_gpu,,,longbench_qasper_000035,0.056640625,calibration,qa_long_context,2.32
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,8.0,short,False,True,LDA is an unsupervised method; is this paper introducing an unsupervised approach to spam detection?,0.1953125,full_gpu,,,longbench_qasper_000036,0.1953125,calibration,qa_long_context,8.0
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.36,short,False,True,Which languages are similar to each other?,0.08203125,full_gpu,,,longbench_qasper_000037,0.08203125,calibration,qa_long_context,3.36
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.2,short,False,True,which lstm models did they compare with?,0.078125,full_gpu,,,longbench_qasper_000038,0.078125,calibration,qa_long_context,3.2
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.24,short,False,True,How large is their data set?,0.0546875,full_gpu,,,longbench_qasper_000039,0.0546875,calibration,qa_long_context,2.24
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.2,short,False,True,How were the human judgements assembled?,0.078125,full_gpu,,,longbench_qasper_000040,0.078125,calibration,qa_long_context,3.2
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,8.0,short,False,True,"Do they test their framework performance on commonly used language pairs, such as English-to-German?",0.1953125,full_gpu,,,longbench_qasper_000041,0.1953125,calibration,qa_long_context,8.0
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.28,short,False,True,How are models evaluated in this human-machine communication game?,0.12890625,full_gpu,,,longbench_qasper_000042,0.12890625,calibration,qa_long_context,5.28
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.04,short,False,True,What evaluation metrics are looked at for classification tasks?,0.123046875,full_gpu,,,longbench_qasper_000043,0.123046875,calibration,qa_long_context,5.04
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.12,short,False,True,What are the source and target domains?,0.076171875,full_gpu,,,longbench_qasper_000044,0.076171875,calibration,qa_long_context,3.12
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.68,short,False,True,what previous RNN models do they compare with?,0.08984375,full_gpu,,,longbench_qasper_000045,0.08984375,calibration,qa_long_context,3.68
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.5600000000000005,short,False,True,What neural network modules are included in NeuronBlocks?,0.111328125,full_gpu,,,longbench_qasper_000046,0.111328125,calibration,qa_long_context,4.5600000000000005
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.16,short,False,True,what datasets did they use?,0.052734375,full_gpu,,,longbench_qasper_000047,0.052734375,calibration,qa_long_context,2.16
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,1.92,short,False,True,What were the baselines?,0.046875,full_gpu,,,longbench_qasper_000048,0.046875,calibration,qa_long_context,1.92
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.16,short,False,True,What are the languages they use in their experiment?,0.1015625,full_gpu,,,longbench_qasper_000049,0.1015625,calibration,qa_long_context,4.16
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.68,short,False,True,What other tasks do they test their method on?,0.08984375,full_gpu,,,longbench_qasper_000050,0.08984375,calibration,qa_long_context,3.68
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.72,short,False,True,Do they use pretrained embeddings?,0.06640625,full_gpu,,,longbench_qasper_000051,0.06640625,calibration,qa_long_context,2.72
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.84,short,False,True,Was PolyReponse evaluated against some baseline?,0.09375,full_gpu,,,longbench_qasper_000052,0.09375,calibration,qa_long_context,3.84
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.32,short,False,True,How do they obtain psychological dimensions of people?,0.10546875,full_gpu,,,longbench_qasper_000053,0.10546875,calibration,qa_long_context,4.32
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.72,short,False,True,What argument components do the ML methods aim to identify?,0.115234375,full_gpu,,,longbench_qasper_000054,0.115234375,calibration,qa_long_context,4.72
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.84,short,False,True,Ngrams of which length are aligned using PARENT?,0.09375,full_gpu,,,longbench_qasper_000055,0.09375,calibration,qa_long_context,3.84
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.64,short,False,True,How large is the Twitter dataset?,0.064453125,full_gpu,,,longbench_qasper_000056,0.064453125,calibration,qa_long_context,2.64
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.72,short,False,True,What are the 12 languages covered?,0.06640625,full_gpu,,,longbench_qasper_000057,0.06640625,calibration,qa_long_context,2.72
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.36,short,False,True,What are two datasets model is applied to?,0.08203125,full_gpu,,,longbench_qasper_000058,0.08203125,calibration,qa_long_context,3.36
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.28,short,False,True,Were any of the pipeline components based on deep learning models?,0.12890625,full_gpu,,,longbench_qasper_000059,0.12890625,calibration,qa_long_context,5.28
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.24,short,False,True,How is the quality of the data empirically evaluated?,0.103515625,full_gpu,,,longbench_qasper_000060,0.103515625,calibration,qa_long_context,4.24
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.64,short,False,True,How do they combine audio and text sequences in their RNN?,0.11328125,full_gpu,,,longbench_qasper_000061,0.11328125,calibration,qa_long_context,4.64
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.88,short,False,True,by how much did their model improve?,0.0703125,full_gpu,,,longbench_qasper_000062,0.0703125,calibration,qa_long_context,2.88
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.04,short,False,True,how many humans evaluated the results?,0.07421875,full_gpu,,,longbench_qasper_000063,0.07421875,calibration,qa_long_context,3.04
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.7600000000000002,short,False,True,What is their definition of tweets going viral?,0.091796875,full_gpu,,,longbench_qasper_000064,0.091796875,calibration,qa_long_context,3.7600000000000002
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.4,short,False,True,Which basic neural architecture perform best by itself?,0.107421875,full_gpu,,,longbench_qasper_000065,0.107421875,calibration,qa_long_context,4.4
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.48,short,False,True,what is the source of the data?,0.060546875,full_gpu,,,longbench_qasper_000066,0.060546875,calibration,qa_long_context,2.48
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.2,short,False,True,What machine learning and deep learning methods are used for RQE?,0.126953125,full_gpu,,,longbench_qasper_000067,0.126953125,calibration,qa_long_context,5.2
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.32,short,False,True,What is the benchmark dataset and is its quality high?,0.10546875,full_gpu,,,longbench_qasper_000068,0.10546875,calibration,qa_long_context,4.32
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.2,short,False,True,What architecture does the decoder have?,0.078125,full_gpu,,,longbench_qasper_000069,0.078125,calibration,qa_long_context,3.2
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.52,short,False,True,Do they report results only on English data?,0.0859375,full_gpu,,,longbench_qasper_000070,0.0859375,calibration,qa_long_context,3.52
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,6.5600000000000005,short,False,True,"What is best performing model among author's submissions, what performance it had?",0.16015625,full_gpu,,,longbench_qasper_000071,0.16015625,calibration,qa_long_context,6.5600000000000005
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,1.76,short,False,True,what was the baseline?,0.04296875,full_gpu,,,longbench_qasper_000072,0.04296875,calibration,qa_long_context,1.76
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.88,short,False,True,What was their highest recall score?,0.0703125,full_gpu,,,longbench_qasper_000073,0.0703125,calibration,qa_long_context,2.88
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.16,short,False,True,What embedding techniques are explored in the paper?,0.1015625,full_gpu,,,longbench_qasper_000074,0.1015625,calibration,qa_long_context,4.16
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.7600000000000002,short,False,True,How do they match words before reordering them?,0.091796875,full_gpu,,,longbench_qasper_000075,0.091796875,calibration,qa_long_context,3.7600000000000002
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.2,short,False,True,Does the paper explore extraction from electronic health records?,0.126953125,full_gpu,,,longbench_qasper_000076,0.126953125,calibration,qa_long_context,5.2
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.2800000000000002,short,False,True,Who were the experts used for annotation?,0.080078125,full_gpu,,,longbench_qasper_000077,0.080078125,calibration,qa_long_context,3.2800000000000002
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,6.48,short,False,True,What models are used for painting embedding and what for language style transfer?,0.158203125,full_gpu,,,longbench_qasper_000078,0.158203125,calibration,qa_long_context,6.48
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.68,short,False,True,On top of BERT does the RNN layer work better or the transformer layer?,0.138671875,full_gpu,,,longbench_qasper_000079,0.138671875,calibration,qa_long_context,5.68
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,7.5200000000000005,short,False,True,Do the authors hypothesize that humans' robustness to noise is due to their general knowledge?,0.18359375,full_gpu,,,longbench_qasper_000080,0.18359375,calibration,qa_long_context,7.5200000000000005
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.36,short,False,True,What cyberbulling topics did they address?,0.08203125,full_gpu,,,longbench_qasper_000081,0.08203125,calibration,qa_long_context,3.36
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.92,short,False,True,How do they obtain the new context represetation?,0.095703125,full_gpu,,,longbench_qasper_000082,0.095703125,calibration,qa_long_context,3.92
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.64,short,False,True,How many different types of entities exist in the dataset?,0.11328125,full_gpu,,,longbench_qasper_000083,0.11328125,calibration,qa_long_context,4.64
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.48,short,False,True,How much higher quality is the resulting annotated data?,0.109375,full_gpu,,,longbench_qasper_000084,0.109375,calibration,qa_long_context,4.48
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.2800000000000002,short,False,True,How big is imbalance in analyzed corpora?,0.080078125,full_gpu,,,longbench_qasper_000085,0.080078125,calibration,qa_long_context,3.2800000000000002
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.44,short,False,True,What dataset does this approach achieve state of the art results on?,0.1328125,full_gpu,,,longbench_qasper_000086,0.1328125,calibration,qa_long_context,5.44
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.7600000000000002,short,False,True,What are strong baselines model is compared to?,0.091796875,full_gpu,,,longbench_qasper_000087,0.091796875,calibration,qa_long_context,3.7600000000000002
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.72,short,False,True,What type of classifiers are used?,0.06640625,full_gpu,,,longbench_qasper_000088,0.06640625,calibration,qa_long_context,2.72
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.16,short,False,True,Which toolkits do they use?,0.052734375,full_gpu,,,longbench_qasper_000089,0.052734375,calibration,qa_long_context,2.16
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.44,short,False,True,On what datasets are experiments performed?,0.083984375,full_gpu,,,longbench_qasper_000090,0.083984375,calibration,qa_long_context,3.44
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.64,short,False,True,what are the existing approaches?,0.064453125,full_gpu,,,longbench_qasper_000091,0.064453125,calibration,qa_long_context,2.64
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,1.76,short,False,True,Do they use attention?,0.04296875,full_gpu,,,longbench_qasper_000092,0.04296875,calibration,qa_long_context,1.76
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.36,short,False,True,What datasets did they use for evaluation?,0.08203125,full_gpu,,,longbench_qasper_000093,0.08203125,calibration,qa_long_context,3.36
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.68,short,False,True,What sentiment classification dataset is used?,0.08984375,full_gpu,,,longbench_qasper_000094,0.08984375,calibration,qa_long_context,3.68
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.4,short,False,True,Were any of these tasks evaluated in any previous work?,0.107421875,full_gpu,,,longbench_qasper_000095,0.107421875,calibration,qa_long_context,4.4
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.52,short,False,True,Is datasets for sentiment analysis balanced?,0.0859375,full_gpu,,,longbench_qasper_000096,0.0859375,calibration,qa_long_context,3.52
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.88,short,False,True,What is the invertibility condition?,0.0703125,full_gpu,,,longbench_qasper_000097,0.0703125,calibration,qa_long_context,2.88
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.72,short,False,True,How does proposed qualitative annotation schema looks like?,0.115234375,full_gpu,,,longbench_qasper_000098,0.115234375,calibration,qa_long_context,4.72
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.88,short,False,True,what are the sizes of both datasets?,0.0703125,full_gpu,,,longbench_qasper_000099,0.0703125,calibration,qa_long_context,2.88
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,1.84,short,False,True,What are the baselines?,0.044921875,full_gpu,,,longbench_qasper_000100,0.044921875,eval,qa_long_context,1.84
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.16,short,False,True,Which natural language(s) are studied in this paper?,0.1015625,full_gpu,,,longbench_qasper_000101,0.1015625,eval,qa_long_context,4.16
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.12,short,False,True,What models are used in the experiment?,0.076171875,full_gpu,,,longbench_qasper_000102,0.076171875,eval,qa_long_context,3.12
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,5.36,short,False,True,Do the answered questions measure for the usefulness of the answer?,0.130859375,full_gpu,,,longbench_qasper_000103,0.130859375,eval,qa_long_context,5.36
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.36,short,False,True,what pretrained word embeddings were used?,0.08203125,full_gpu,,,longbench_qasper_000104,0.08203125,eval,qa_long_context,3.36
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.44,short,False,True,What were their results on the new dataset?,0.083984375,full_gpu,,,longbench_qasper_000105,0.083984375,eval,qa_long_context,3.44
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.96,short,False,True,What is the combination of rewards for reinforcement learning?,0.12109375,full_gpu,,,longbench_qasper_000106,0.12109375,eval,qa_long_context,4.96
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.72,short,False,True,What limitations do the authors demnostrate of their model?,0.115234375,full_gpu,,,longbench_qasper_000107,0.115234375,eval,qa_long_context,4.72
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.68,short,False,True,Which existing benchmarks did they compare to?,0.08984375,full_gpu,,,longbench_qasper_000108,0.08984375,eval,qa_long_context,3.68
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.96,short,False,True,What were their distribution results?,0.072265625,full_gpu,,,longbench_qasper_000109,0.072265625,eval,qa_long_context,2.96
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.12,short,False,True,How is the dataset of hashtags sourced?,0.076171875,full_gpu,,,longbench_qasper_000110,0.076171875,eval,qa_long_context,3.12
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.12,short,False,True,what accents are present in the corpus?,0.076171875,full_gpu,,,longbench_qasper_000111,0.076171875,eval,qa_long_context,3.12
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.64,short,False,True,What can word subspace represent?,0.064453125,full_gpu,,,longbench_qasper_000112,0.064453125,eval,qa_long_context,2.64
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,2.24,short,False,True,What baseline model is used?,0.0546875,full_gpu,,,longbench_qasper_000113,0.0546875,eval,qa_long_context,2.24
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,4.8,short,False,True,Is SemCor3.0 reflective of English language data in general?,0.1171875,full_gpu,,,longbench_qasper_000114,0.1171875,eval,qa_long_context,4.8
full,,false,full,dry_run仅验证统一表结构，尚未执行真实模型和profile kernel,zai-org/LongBench,3.2800000000000002,short,False,True,How big is Augmented LibriSpeech dataset?,0.080078125,full_gpu,,,longbench_qasper_000115,0.080078125,eval,qa_long_context,3.2800000000000002
