adapter,error,latency_ms,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,ttft_ms,length_bucket,split,task,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_error_type,extra_failure_stage,extra_family,extra_h2o_recent_size,extra_h2o_selected_size,extra_kivi_bits,extra_kivi_group_size,extra_kivi_residual_length,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_stage_startup_ms,extra_stage_model_load_ms,extra_stage_tokenize_ms,extra_stage_transfer_ms,extra_stage_generate_ms,extra_stage_decode_ms,extra_stage_total_ms,extra_original_request_id,extra_profile_note,extra_reference,extra_repeat_index,extra_request_source,extra_returncode,extra_note,extra_strategy,extra_unsupported,extra_worker_mode,extra_vllm_cache_hits,extra_vllm_cache_misses,extra_vllm_cached_blocks,extra_vllm_evictions,extra_vllm_policy_time_ms,extra_vllm_eviction_decision_time_ms
full,,598.1438755989075,True,True, The Irish government has announced a new plan to tackle the country's high rate of,4309.57958984375,full_gpu,0.0,1.0,xsum_000011,8625.41796875,598.1438755989075,short,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.75121435523033,16467.237785458565,0.607609748840332,0.09248778223991394,597.1049405634403,0.12479349970817566,598.1438755989075,,full/exact transformers smoke,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,846.4264199137688,True,True, A cafe in Georgia has accused neo-Nazis of attacking its premises and throwing,4628.45849609375,full_gpu,0.0,1.0,xsum_000017,8625.41796875,846.4264199137688,long,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.75121435523033,16467.237785458565,3.329899162054062,0.09594857692718506,842.6294326782227,0.13489648699760437,846.4264199137688,,full/exact transformers smoke,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1498.5312446951866,True,True," As clubs spend record sums on players, they are increasingly turning to experts to help",5465.14404296875,full_gpu,0.0,1.0,xsum_000107,8625.41796875,1498.5312446951866,xl,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.75121435523033,16467.237785458565,9.501922875642776,0.17932802438735962,1488.194014877081,0.35067275166511536,1498.5312446951866,,full/exact transformers smoke,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1058.0791644752026,True,True, The document does not explicitly list specific additional features and context proposed beyond those already described,5017.04443359375,full_gpu,0.0,1.0,longbench_qasper_000003,8625.41796875,1058.0791644752026,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.75121435523033,16467.237785458565,7.5273215770721436,0.17377734184265137,1049.8616993427277,0.1499764621257782,1058.0791644752026,,full/exact transformers smoke,using tweets that one has replied or quoted to as contextual information,,zai-org/LongBench,,,,,batch,,,,,,
full,,701.3963982462883,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4508.50537109375,full_gpu,0.0,1.0,xsum_000003,8625.41796875,701.3963982462883,medium,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.75121435523033,16467.237785458565,2.7697421610355377,0.10004639625549316,698.138389736414,0.11848285794258118,701.3963982462883,,full/exact transformers smoke,Google has hired the creator of one of the web's most notorious forums - 4chan.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,613.4667806327343,True,True, A man in his 30s with blonde hair and a scratch on his,4353.52099609375,full_gpu,0.0,1.0,xsum_000013,8625.41796875,613.4667806327343,short,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.75121435523033,16467.237785458565,0.7835626602172852,0.09079277515411377,612.2107990086079,0.11319294571876526,613.4667806327343,,full/exact transformers smoke,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,785.0344851613045,True,True, Barnsley striker Sam Bradshaw says he has learned a lot from watching comp,4572.63818359375,full_gpu,0.0,1.0,xsum_000019,8625.41796875,785.0344851613045,long,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.75121435523033,16467.237785458565,2.459537237882614,0.10204315185546875,782.009843736887,0.123586505651474,785.0344851613045,,full/exact transformers smoke,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1477.4961397051811,True,True," The FIFA presidential election is set to take place on Friday, with a winner needing",5488.85107421875,full_gpu,0.0,1.0,xsum_000110,8625.41796875,1477.4961397051811,xl,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.75121435523033,16467.237785458565,8.848246186971664,0.18574297428131104,1468.00946444273,0.12090802192687988,1477.4961397051811,,full/exact transformers smoke,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,3312.611885368824,True,True," The following Facebook pages were looked at:

- FoxNews
- CNN
-",5016.22607421875,full_gpu,0.0,1.0,longbench_qasper_000004,8672.91015625,3312.611885368824,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,18.34994927048683,0.2803616225719452,3293.4945560991764,0.22466108202934265,3312.611885368824,,full/exact transformers smoke,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",,zai-org/LongBench,,,,,batch,,,,,,
full,,731.0504242777824,True,True, Barcelona's president Sandro Rosell has resigned following controversy over the transfer of Brazil,4506.72412109375,full_gpu,0.0,1.0,xsum_000006,8672.91015625,731.0504242777824,medium,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,2.348925918340683,0.11092796921730042,728.2290123403072,0.12822076678276062,731.0504242777824,,full/exact transformers smoke,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,625.7173493504524,True,True, Sri Lanka pace bowler Lasith Eranga has been suspended from international cricket after,4348.17724609375,full_gpu,0.0,1.0,xsum_000029,8672.91015625,625.7173493504524,short,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,0.7558763027191162,0.0889413058757782,624.5440654456615,0.12321025133132935,625.7173493504524,,full/exact transformers smoke,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,824.1492249071598,True,True," The aspen tree, a native species in Scotland, typically reproduces through suck",4609.45458984375,full_gpu,0.0,1.0,xsum_000027,8672.91015625,824.1492249071598,long,calibration,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,2.986077219247818,0.10805949568748474,820.7219876348972,0.11236220598220825,824.1492249071598,,full/exact transformers smoke,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1081.2292695045471,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5024.10498046875,full_gpu,0.0,1.0,longbench_qasper_000005,8672.91015625,1081.2292695045471,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,5.715556442737579,0.14140084385871887,1074.9450400471687,0.10771304368972778,1081.2292695045471,,full/exact transformers smoke,Yes,,zai-org/LongBench,,,,,batch,,,,,,
full,,1118.2378083467484,True,True, The baselines in the context refer to previous methods or models that the proposed T,5070.32177734375,full_gpu,0.0,1.0,longbench_qasper_000100,8672.91015625,1118.2378083467484,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,5.056828260421753,0.14536455273628235,1112.6939058303833,0.1142546534538269,1118.2378083467484,,full/exact transformers smoke,"Vanilla ST baseline, encoder pre-training, in which the ST encoder is initialized from an ASR model, decoder pre-training, in which the ST decoder is initialized from an MT model, encoder-decoder pre-training, where both the encoder and decoder are pre-trained, many-to-many multi-task model where the encoders and decoders are derived from pre-trained ASR and MT models, Triangle+pre-train: BIBREF18 DBLP:conf/naacl/AnastasopoulosC18 proposed a triangle multi-task strategy for speech translation",,zai-org/LongBench,,,,,batch,,,,,,
full,,635.1207531988621,True,True, Everton midfielder Enric Gallego has signed a season-long loan deal with Serie,4355.30224609375,full_gpu,0.0,1.0,xsum_000150,8672.91015625,635.1207531988621,short,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,0.7729381322860718,0.09307265281677246,633.9288502931595,0.11442229151725769,635.1207531988621,,full/exact transformers smoke,Everton winger Gerard Deulofeu has joined Italian side AC Milan on loan until the end of the season.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,833.3621434867382,True,True, Shares in food company Premier Foods have risen after it emerged that US spice giant McCorm,4649.23974609375,full_gpu,0.0,1.0,xsum_000151,8672.91015625,833.3621434867382,long,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,2.7115046977996826,0.11172890663146973,830.2143588662148,0.10772049427032471,833.3621434867382,,full/exact transformers smoke,"McCormick, the American food flavourings business, has said it may increase its $700m (£494m) bid for the UK's Premier Foods.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,732.3865406215191,True,True, Two women who died after a student disco in Northampton became overcrowded were not,4498.41162109375,full_gpu,0.0,1.0,xsum_000152,8672.91015625,732.3865406215191,medium,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,1.7462000250816345,0.10158121585845947,730.154886841774,0.12141838669776917,732.3865406215191,,full/exact transformers smoke,"The policing of a major incident at a nightclub in which two students were killed in a crush was ""appropriate"", the police watchdog has said.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1094.7238095104694,True,True, The primary language studied in this paper is English. The paper discusses concepts and methodologies,4975.30517578125,full_gpu,0.0,1.0,longbench_qasper_000101,8672.91015625,1094.7238095104694,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,51.170576363801956,16634.46017727256,4.847094416618347,0.1354515552520752,1089.4038006663322,0.10563433170318604,1094.7238095104694,,full/exact transformers smoke,Unanswerable,,zai-org/LongBench,,,,,batch,,,,,,
full,,2947.0368437469006,True,True, Police investigating a fatal crash involving a scrambler motorcycle in Northern Ireland say two teenagers,4333.33349609375,full_gpu,0.0,1.0,xsum_000157,8690.9921875,2947.0368437469006,short,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,4.982840269804001,0.14377012848854065,2941.420007497072,0.2300553023815155,2947.0368437469006,,full/exact transformers smoke,"A community worker has said scrambler motorcycles are a problem in west Belfast, as a woman remains in a critical condition after a collision.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,877.6644393801689,True,True," A US firm has apologised after its Kickstarter-funded ""light"" phone failed to",4629.44677734375,full_gpu,0.0,1.0,xsum_000153,8690.9921875,877.6644393801689,long,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,4.3588317930698395,0.1459158957004547,872.8098310530186,0.13634562492370605,877.6644393801689,,full/exact transformers smoke,A crowdfunded handset designed to help people disconnect from their smartphones is due to ship at the end of November after a series of setbacks.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,650.4032872617245,True,True, A nurse has been charged with attempted murder after a patient allegedly tried to stab him,4365.39990234375,full_gpu,0.0,1.0,xsum_000154,8690.9921875,650.4032872617245,medium,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,1.0211728513240814,0.09291991591453552,648.9538922905922,0.12542679905891418,650.4032872617245,,full/exact transformers smoke,A care worker at an NHS psychiatric unit has been charged with raping a young female patient.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1098.3977541327477,True,True, The paper does not specify the models used in the experiment. It only describes the,5024.10498046875,full_gpu,0.0,1.0,longbench_qasper_000102,8690.9921875,1098.3977541327477,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,6.0082972049713135,0.1781173050403595,1091.8648950755596,0.1141577959060669,1098.3977541327477,,full/exact transformers smoke,"linear SVM, bidirectional Long Short-Term-Memory (BiLSTM), Convolutional Neural Network (CNN)",,zai-org/LongBench,,,,,batch,,,,,,
full,,611.4322133362293,True,True, Former England international Matt Whiffin has left London Irish after 13 years with,4331.55224609375,full_gpu,0.0,1.0,xsum_000167,8690.9921875,611.4322133362293,short,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,0.6463266909122467,0.09319931268692017,610.372968018055,0.11412054300308228,611.4322133362293,,full/exact transformers smoke,London Irish have parted company with assistant coach Richard Whiffin following Premiership relegation.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,771.0289172828197,True,True, The mother of a 14-year-old boy with a rare genetic disorder has,4554.23193359375,full_gpu,0.0,1.0,xsum_000158,8690.9921875,771.0289172828197,long,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,2.276211977005005,0.106029212474823,768.1978642940521,0.1846402883529663,771.0289172828197,,full/exact transformers smoke,A nine-year-old boy with muscular dystrophy has met with First Minister Nicola Sturgeon after he wrote to her campaigning for a new treatment.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,767.0790255069733,True,True, UKIP leader Nigel Farage has missed a live TV debate after getting stuck in traffic,4537.00927734375,full_gpu,0.0,1.0,xsum_000155,8690.9921875,767.0790255069733,medium,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,3.225266933441162,0.11740624904632568,763.337392359972,0.13978034257888794,767.0790255069733,,full/exact transformers smoke,Nigel Farage missed an appearance on BBC Question Time after getting caught in a traffic jam on the A1.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1142.8308002650738,True,True, The provided context does not explicitly mention whether the answered questions measure for the usefulness of,5004.32177734375,full_gpu,0.0,1.0,longbench_qasper_000103,8690.9921875,1142.8308002650738,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,6.4845010638237,0.1491829752922058,1135.7755661010742,0.16652047634124756,1142.8308002650738,,full/exact transformers smoke,No,,zai-org/LongBench,,,,,batch,,,,,,
full,,613.4090982377529,True,True, Two teenagers have been injured after a stabbing at a school in south London.,4334.62060546875,full_gpu,0.0,1.0,xsum_000174,8690.9921875,613.4090982377529,short,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,0.9019188582897186,0.1045428216457367,612.0206266641617,0.15369057655334473,613.4090982377529,,full/exact transformers smoke,A 15-year-old boy has been charged with attempted murder after two pupils were stabbed at a school in Dulwich.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,870.839599519968,True,True, Nigel Farage thinks the official figures for EU migration to the UK are wrong because the,4681.89990234375,full_gpu,0.0,1.0,xsum_000160,8690.9921875,870.839599519968,long,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,49.6818982064724,18722.743690013885,3.5531967878341675,0.12085959315299988,866.7849116027355,0.14368072152137756,870.839599519968,,full/exact transformers smoke,Campaigners to leave the European Union have been badgering the government about the reliability of the official immigration statistics.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,3128.287225961685,True,True, Nicole Kidman says she is still trying to act as if she is starting her,4546.50927734375,full_gpu,0.0,1.0,xsum_000156,8671.0,3128.287225961685,medium,eval,summary,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.552965581417084,16085.368439555168,11.72594353556633,0.2381838858127594,3115.852404385805,0.23366883397102356,3128.287225961685,,full/exact transformers smoke,Oscar winner Nicole Kidman says she still acts like she's 21 when it comes to acting roles.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1129.9251355230808,True,True," The following pretrained word embeddings were used:

1. **200-dimensional Glo",5021.09130859375,full_gpu,0.0,1.0,longbench_qasper_000104,8671.0,1129.9251355230808,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,47.552965581417084,16085.368439555168,6.902661174535751,0.15234574675559998,1122.5134022533894,0.12458115816116333,1129.9251355230808,,full/exact transformers smoke,Pretrained word embeddings  were not used,,zai-org/LongBench,,,,,batch,,,,,,
